지역,단지명,면적구간,반기,거래건수,중앙값_만원,최저가_만원,최고가_만원
성남시 분당구,동양정자파라곤(1단지),166.4,2025H2,1,205000.0,205000,205000
성남시 분당구,동양정자파라곤(1단지),166.4,2026H1,2,208500.0,203500,213500
성남시 분당구,동양정자파라곤(1단지),193.8,2026H2,1,280000.0,280000,280000
성남시 분당구,동양정자파라곤(2단지),80.1,2020H2,1,122000.0,122000,122000
성남시 분당구,동양정자파라곤(2단지),80.1,2023H2,1,130000.0,130000,130000
성남시 분당구,동양정자파라곤(2단지),80.1,2024H1,2,132000.0,129000,135000
성남시 분당구,동양정자파라곤(2단지),80.1,2025H2,1,167000.0,167000,167000
성남시 분당구,동양정자파라곤(2단지),80.1,2026H1,1,188000.0,188000,188000
성남시 분당구,동양정자파라곤(2단지),85.0,2021H1,1,162500.0,162500,162500
성남시 분당구,동양정자파라곤(2단지),85.0,2022H1,1,160000.0,160000,160000
성남시 분당구,동양정자파라곤(2단지),85.0,2026H1,1,170000.0,170000,170000
성남시 분당구,동양정자파라곤(2단지),146.4,2020H1,1,136000.0,136000,136000
성남시 분당구,동양정자파라곤(2단지),146.4,2020H2,2,139000.0,137000,141000
성남시 분당구,동양정자파라곤(2단지),146.4,2021H1,1,173000.0,173000,173000
성남시 분당구,동양정자파라곤(2단지),146.4,2022H1,1,185000.0,185000,185000
성남시 분당구,동양정자파라곤(2단지),146.4,2023H1,2,169500.0,165000,174000
성남시 분당구,동양정자파라곤(2단지),146.4,2023H2,1,172500.0,172500,172500
성남시 분당구,동양정자파라곤(2단지),146.4,2024H1,2,180250.0,177500,183000
성남시 분당구,동양정자파라곤(2단지),146.4,2025H2,1,210000.0,210000,210000
성남시 분당구,동양정자파라곤(2단지),146.4,2026H1,1,210000.0,210000,210000
성남시 분당구,동양정자파라곤(2단지),166.4,2020H1,1,147500.0,147500,147500
성남시 분당구,동양정자파라곤(2단지),166.4,2020H2,2,157250.0,156700,157800
성남시 분당구,동양정자파라곤(2단지),166.4,2021H1,2,173000.0,170500,175500
성남시 분당구,동양정자파라곤(2단지),166.4,2022H1,2,185000.0,180000,190000
성남시 분당구,동양정자파라곤(2단지),166.4,2023H2,1,174500.0,174500,174500
성남시 분당구,동양정자파라곤(2단지),166.4,2024H1,1,179000.0,179000,179000
성남시 분당구,동양정자파라곤(2단지),166.4,2025H1,1,199000.0,199000,199000
성남시 분당구,동양정자파라곤(2단지),166.4,2026H1,1,231500.0,231500,231500
성남시 분당구,동양정자파라곤(2단지),193.8,2020H1,1,190000.0,190000,190000
성남시 분당구,동양정자파라곤(2단지),193.8,2021H1,1,253000.0,253000,253000
성남시 분당구,동양정자파라곤(3단지),80.1,2020H2,3,123000.0,115000,140000
성남시 분당구,동양정자파라곤(3단지),80.1,2023H2,1,130000.0,130000,130000
성남시 분당구,동양정자파라곤(3단지),80.1,2025H2,1,163000.0,163000,163000
성남시 분당구,동양정자파라곤(3단지),146.4,2020H1,1,140000.0,140000,140000
성남시 분당구,동양정자파라곤(3단지),146.4,2021H1,2,160500.0,152000,169000
성남시 분당구,동양정자파라곤(3단지),146.4,2022H1,1,185000.0,185000,185000
성남시 분당구,동양정자파라곤(3단지),146.4,2022H2,2,173000.0,165000,181000
성남시 분당구,동양정자파라곤(3단지),146.4,2023H1,1,160000.0,160000,160000
성남시 분당구,동양정자파라곤(3단지),146.4,2023H2,2,170000.0,169000,171000
성남시 분당구,동양정자파라곤(3단지),146.4,2024H1,2,176000.0,174000,178000
성남시 분당구,동양정자파라곤(3단지),146.4,2026H1,1,198000.0,198000,198000
성남시 분당구,동양정자파라곤(3단지),166.4,2020H1,1,105000.0,105000,105000
성남시 분당구,동양정자파라곤(3단지),166.4,2022H1,1,198000.0,198000,198000
성남시 분당구,동양정자파라곤(3단지),166.4,2022H2,1,194000.0,194000,194000
성남시 분당구,동양정자파라곤(3단지),166.4,2023H2,1,210000.0,210000,210000
성남시 분당구,동양정자파라곤(3단지),166.4,2025H1,2,208465.0,203930,213000
성남시 분당구,동양정자파라곤(3단지),166.4,2025H2,1,175000.0,175000,175000
성남시 분당구,동양정자파라곤(3단지),166.4,2026H1,1,205000.0,205000,205000
성남시 분당구,동양정자파라곤(3단지),193.8,2020H2,1,205000.0,205000,205000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2020H1,11,70500.0,48950,78000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2020H2,4,82750.0,71900,86800
성남시 분당구,산운마을11단지(판교포레라움),51.1,2021H1,1,94000.0,94000,94000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2023H1,5,81500.0,77500,88000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2023H2,3,89000.0,83000,93000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2024H1,5,88000.0,87600,91500
성남시 분당구,산운마을11단지(판교포레라움),51.1,2024H2,3,91000.0,88500,92000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2025H1,2,100250.0,100000,100500
성남시 분당구,산운마을11단지(판교포레라움),51.1,2025H2,3,117000.0,111000,125000
성남시 분당구,산운마을11단지(판교포레라움),51.1,2026H1,3,134500.0,132000,138000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2020H1,16,72250.0,53000,75700
성남시 분당구,산운마을11단지(판교포레라움),51.2,2020H2,9,81000.0,70000,89500
성남시 분당구,산운마을11단지(판교포레라움),51.2,2021H1,1,99700.0,99700,99700
성남시 분당구,산운마을11단지(판교포레라움),51.2,2021H2,2,107650.0,107300,108000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2022H1,1,104000.0,104000,104000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2023H1,1,87000.0,87000,87000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2024H1,4,87900.0,85000,90000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2024H2,2,98900.0,98800,99000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2025H1,10,103750.0,96500,107000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2025H2,7,110000.0,75000,120000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2026H1,5,135000.0,126000,139000
성남시 분당구,산운마을11단지(판교포레라움),51.2,2026H2,5,144800.0,138000,146000
성남시 분당구,산운마을11단지(판교포레라움),59.8,2020H1,25,83500.0,73500,88700
성남시 분당구,산운마을11단지(판교포레라움),59.8,2020H2,21,88000.0,75000,113800
성남시 분당구,산운마을11단지(판교포레라움),59.8,2021H1,6,114750.0,79200,119800
성남시 분당구,산운마을11단지(판교포레라움),59.8,2021H2,1,124650.0,124650,124650
성남시 분당구,산운마을11단지(판교포레라움),59.8,2022H1,2,119500.0,118000,121000
성남시 분당구,산운마을11단지(판교포레라움),59.8,2023H1,2,97750.0,95000,100500
성남시 분당구,산운마을11단지(판교포레라움),59.8,2023H2,2,104250.0,103500,105000
성남시 분당구,산운마을11단지(판교포레라움),59.8,2024H1,8,107750.0,69000,110000
성남시 분당구,산운마을11단지(판교포레라움),59.8,2024H2,13,112500.0,100000,121000
성남시 분당구,산운마을11단지(판교포레라움),59.8,2025H1,16,117500.0,110000,125000
성남시 분당구,산운마을11단지(판교포레라움),59.8,2025H2,10,126000.0,112700,141500
성남시 분당구,산운마을11단지(판교포레라움),59.8,2026H1,7,154500.0,139800,162000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2020H1,20,82750.0,66800,89500
성남시 분당구,산운마을11단지(판교포레라움),59.9,2020H2,12,94250.0,63000,99900
성남시 분당구,산운마을11단지(판교포레라움),59.9,2021H1,2,119000.0,117000,121000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2022H2,1,100000.0,100000,100000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2023H1,2,102000.0,100000,104000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2023H2,4,110000.0,99700,110000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2024H1,7,108000.0,85000,113700
성남시 분당구,산운마을11단지(판교포레라움),59.9,2024H2,7,114000.0,112000,117800
성남시 분당구,산운마을11단지(판교포레라움),59.9,2025H1,8,120150.0,114700,122000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2025H2,6,127000.0,123000,144000
성남시 분당구,산운마을11단지(판교포레라움),59.9,2026H1,4,151450.0,148500,159500
성남시 분당구,판교원마을1단지(파라곤),101.1,2020H1,6,119500.0,106800,123000
성남시 분당구,판교원마을1단지(파라곤),101.1,2020H2,4,140500.0,105000,147500
성남시 분당구,판교원마을1단지(파라곤),101.1,2021H1,1,152000.0,152000,152000
성남시 분당구,판교원마을1단지(파라곤),101.1,2021H2,1,155000.0,155000,155000
성남시 분당구,판교원마을1단지(파라곤),101.1,2022H1,1,160000.0,160000,160000
성남시 분당구,판교원마을1단지(파라곤),101.1,2023H2,2,147500.0,144000,151000
성남시 분당구,판교원마을1단지(파라곤),101.1,2024H1,1,165500.0,165500,165500
성남시 분당구,판교원마을1단지(파라곤),101.1,2024H2,3,160000.0,155000,164000
성남시 분당구,판교원마을1단지(파라곤),101.1,2025H1,2,154500.0,154000,155000
성남시 분당구,판교원마을1단지(파라곤),101.1,2025H2,6,163000.0,96000,179000
성남시 분당구,판교원마을1단지(파라곤),101.1,2026H1,4,175000.0,175000,179000
성남시 분당구,판교원마을1단지(파라곤),101.1,2026H2,2,185750.0,184000,187500
성남시 분당구,판교원마을1단지(파라곤),101.2,2020H1,4,121000.0,113000,124000
성남시 분당구,판교원마을1단지(파라곤),101.2,2020H2,2,132000.0,125000,139000
성남시 분당구,판교원마을1단지(파라곤),101.2,2021H1,1,160000.0,160000,160000
성남시 분당구,판교원마을1단지(파라곤),101.2,2021H2,1,158000.0,158000,158000
성남시 분당구,판교원마을1단지(파라곤),101.2,2024H1,2,157500.0,156000,159000
성남시 분당구,판교원마을1단지(파라곤),101.2,2024H2,1,161000.0,161000,161000
성남시 분당구,판교원마을1단지(파라곤),101.2,2025H1,2,158000.0,156000,160000
성남시 분당구,판교원마을1단지(파라곤),101.2,2025H2,4,163750.0,159000,168000
성남시 분당구,판교원마을1단지(파라곤),118.6,2020H1,3,135000.0,132000,137000
성남시 분당구,판교원마을1단지(파라곤),118.6,2020H2,2,145000.0,142000,148000
성남시 분당구,판교원마을1단지(파라곤),118.6,2022H1,1,174500.0,174500,174500
성남시 분당구,판교원마을1단지(파라곤),118.6,2023H1,2,153000.0,135000,171000
성남시 분당구,판교원마을1단지(파라곤),118.6,2024H2,1,185000.0,185000,185000
성남시 분당구,판교원마을1단지(파라곤),118.6,2025H1,2,178500.0,177000,180000
성남시 분당구,판교원마을1단지(파라곤),118.6,2025H2,1,215000.0,215000,215000
성남시 분당구,판교원마을1단지(파라곤),118.6,2026H1,2,190500.0,185000,196000
성남시 분당구,판교원마을1단지(파라곤),118.9,2020H1,4,130000.0,127000,134500
성남시 분당구,판교원마을1단지(파라곤),118.9,2020H2,2,146750.0,143500,150000
성남시 분당구,판교원마을1단지(파라곤),118.9,2023H1,1,160000.0,160000,160000
성남시 분당구,판교원마을1단지(파라곤),118.9,2023H2,3,161000.0,161000,164000
성남시 분당구,판교원마을1단지(파라곤),118.9,2024H1,2,159500.0,158000,161000
성남시 분당구,판교원마을1단지(파라곤),118.9,2024H2,1,182000.0,182000,182000
성남시 분당구,판교원마을1단지(파라곤),118.9,2026H1,1,195000.0,195000,195000
성남시 분당구,판교원마을1단지(파라곤),151.9,2020H2,1,225000.0,225000,225000
성남시 분당구,판교원마을1단지(파라곤),153.6,2024H2,1,235000.0,235000,235000
성남시 수정구,산성역포레스티아,59.8,2020H2,3,105000.0,98000,105000
성남시 수정구,산성역포레스티아,59.8,2021H1,5,105000.0,105000,114000
성남시 수정구,산성역포레스티아,59.8,2021H2,6,110125.0,106000,114500
성남시 수정구,산성역포레스티아,59.8,2022H2,4,81500.0,70500,89500
성남시 수정구,산성역포레스티아,59.8,2023H1,32,82150.0,73500,88000
성남시 수정구,산성역포레스티아,59.8,2023H2,11,89000.0,85000,90000
성남시 수정구,산성역포레스티아,59.8,2024H1,38,90800.0,82200,96900
성남시 수정구,산성역포레스티아,59.8,2024H2,12,101500.0,95000,107000
성남시 수정구,산성역포레스티아,59.8,2025H1,24,104250.0,99500,113000
성남시 수정구,산성역포레스티아,59.8,2025H2,29,115000.0,104000,125000
성남시 수정구,산성역포레스티아,59.8,2026H1,19,134000.0,76100,144500
성남시 수정구,산성역포레스티아,59.8,2026H2,13,146000.0,135000,150000
성남시 수정구,산성역포레스티아,67.9,2020H1,3,86500.0,86000,95467
성남시 수정구,산성역포레스티아,67.9,2021H1,9,110000.0,70000,116000
성남시 수정구,산성역포레스티아,67.9,2021H2,6,118200.0,113700,120000
성남시 수정구,산성역포레스티아,67.9,2022H1,1,112700.0,112700,112700
성남시 수정구,산성역포레스티아,67.9,2022H2,2,81850.0,78700,85000
성남시 수정구,산성역포레스티아,67.9,2023H1,23,85000.0,53100,92000
성남시 수정구,산성역포레스티아,67.9,2023H2,6,93450.0,92000,96000
성남시 수정구,산성역포레스티아,67.9,2024H1,13,96000.0,91800,100000
성남시 수정구,산성역포레스티아,67.9,2024H2,7,103000.0,100200,110000
성남시 수정구,산성역포레스티아,67.9,2025H1,16,109000.0,104000,114800
성남시 수정구,산성역포레스티아,67.9,2025H2,22,117000.0,110000,132800
성남시 수정구,산성역포레스티아,67.9,2026H1,20,135000.0,132000,150000
성남시 수정구,산성역포레스티아,67.9,2026H2,4,146500.0,136000,154000
성남시 수정구,산성역포레스티아,75.0,2020H2,2,104600.0,99200,110000
성남시 수정구,산성역포레스티아,75.0,2021H1,12,117000.0,114000,124000
성남시 수정구,산성역포레스티아,75.0,2021H2,8,126350.0,56010,133000
성남시 수정구,산성역포레스티아,75.0,2022H1,4,121475.0,116000,122000
성남시 수정구,산성역포레스티아,75.0,2022H2,19,85000.0,81000,116000
성남시 수정구,산성역포레스티아,75.0,2023H1,80,92500.0,60000,100000
성남시 수정구,산성역포레스티아,75.0,2023H2,39,99000.0,90000,105000
성남시 수정구,산성역포레스티아,75.0,2024H1,84,102000.0,70200,110000
성남시 수정구,산성역포레스티아,75.0,2024H2,30,111000.0,77000,116300
성남시 수정구,산성역포레스티아,75.0,2025H1,92,114900.0,80000,125000
성남시 수정구,산성역포레스티아,75.0,2025H2,80,125000.0,113000,144000
성남시 수정구,산성역포레스티아,75.0,2026H1,57,145000.0,118000,152700
성남시 수정구,산성역포레스티아,75.0,2026H2,19,154000.0,141500,161000
성남시 수정구,산성역포레스티아,84.8,2023H1,1,125000.0,125000,125000
성남시 수정구,산성역포레스티아,84.8,2023H2,2,126500.0,125000,128000
성남시 수정구,산성역포레스티아,84.8,2024H1,1,137000.0,137000,137000
성남시 수정구,산성역포레스티아,84.8,2024H2,1,140000.0,140000,140000
성남시 수정구,산성역포레스티아,84.8,2025H2,1,148000.0,148000,148000
성남시 수정구,산성역포레스티아,84.9,2020H2,3,127000.0,120000,127000
성남시 수정구,산성역포레스티아,84.9,2021H1,4,132500.0,127500,141000
성남시 수정구,산성역포레스티아,84.9,2021H2,5,134000.0,132000,144500
성남시 수정구,산성역포레스티아,84.9,2022H1,2,147500.0,125000,170000
성남시 수정구,산성역포레스티아,84.9,2022H2,3,103500.0,97500,103500
성남시 수정구,산성역포레스티아,84.9,2023H1,23,100000.0,75000,112000
성남시 수정구,산성역포레스티아,84.9,2023H2,15,115000.0,106000,120000
성남시 수정구,산성역포레스티아,84.9,2024H1,18,113650.0,108500,120000
성남시 수정구,산성역포레스티아,84.9,2024H2,10,120500.0,110600,165000
성남시 수정구,산성역포레스티아,84.9,2025H1,18,124000.0,120000,133000
성남시 수정구,산성역포레스티아,84.9,2025H2,21,135000.0,104000,171000
성남시 수정구,산성역포레스티아,84.9,2026H1,25,152000.0,110100,170000
성남시 수정구,산성역포레스티아,84.9,2026H2,2,158750.0,157500,160000
성남시 수정구,산성역포레스티아,85.0,2021H1,3,133500.0,133000,135000
성남시 수정구,산성역포레스티아,85.0,2021H2,2,140650.0,140000,141300
성남시 수정구,산성역포레스티아,85.0,2022H1,1,83000.0,83000,83000
성남시 수정구,산성역포레스티아,85.0,2022H2,4,100500.0,91000,120000
성남시 수정구,산성역포레스티아,85.0,2023H1,11,103800.0,97200,111000
성남시 수정구,산성역포레스티아,85.0,2023H2,5,114500.0,113000,150000
성남시 수정구,산성역포레스티아,85.0,2024H1,11,115000.0,113700,117000
성남시 수정구,산성역포레스티아,85.0,2024H2,4,121000.0,100000,125000
성남시 수정구,산성역포레스티아,85.0,2025H1,5,130500.0,129000,132000
성남시 수정구,산성역포레스티아,85.0,2025H2,12,139750.0,135000,153000
성남시 수정구,산성역포레스티아,85.0,2026H1,7,153500.0,146500,160000
성남시 수정구,산성역포레스티아,85.0,2026H2,3,158000.0,157000,168000
성남시 수정구,산성역포레스티아,98.7,2021H1,2,144750.0,140000,149500
성남시 수정구,산성역포레스티아,98.7,2022H2,1,119000.0,119000,119000
성남시 수정구,산성역포레스티아,98.7,2023H1,3,121000.0,110000,130000
성남시 수정구,산성역포레스티아,98.7,2024H1,1,122000.0,122000,122000
성남시 수정구,산성역포레스티아,98.7,2024H2,4,136750.0,131000,138000
성남시 수정구,산성역포레스티아,98.7,2025H2,2,145995.0,142000,149990
성남시 수정구,산성역포레스티아,98.7,2026H1,5,159000.0,145000,164500
성남시 수정구,산성역포레스티아,98.7,2026H2,2,154250.0,149000,159500
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2020H1,34,33900.0,29000,43000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2020H2,25,44000.0,39900,46250
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2021H1,40,47500.0,43300,53200
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2021H2,26,53250.0,47000,61300
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2022H1,2,47250.0,45000,49500
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2022H2,12,42400.0,37100,46000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2023H1,22,39050.0,30500,43200
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2023H2,10,44900.0,43000,46000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2024H1,16,42000.0,40000,44500
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2024H2,21,42700.0,41700,45000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2025H1,24,41750.0,39000,44200
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2025H2,32,41000.0,38750,43000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2026H1,51,42500.0,32200,46600
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.8,2026H2,7,47500.0,41800,50000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2020H1,2,32000.0,31000,33000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2020H2,3,41300.0,41000,43000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2021H1,7,45900.0,42950,47000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2021H2,2,51000.0,49000,53000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2022H1,1,48000.0,48000,48000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2022H2,3,35000.0,35000,40000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2023H1,3,37500.0,37000,39000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2023H2,3,43500.0,42700,44000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2024H1,3,40800.0,40800,47000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2024H2,1,42000.0,42000,42000
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2025H1,4,39800.0,34000,40500
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2025H2,5,40000.0,39500,42400
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2026H1,13,40500.0,39000,44500
화성시,그린힐 반도유보라 아이비파크 10(1단지),59.9,2026H2,2,46150.0,42800,49500
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2020H1,23,39900.0,33000,46000
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2020H2,15,49700.0,46000,51500
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2021H1,28,52500.0,49300,59900
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2021H2,18,59450.0,52700,69500
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2022H1,3,55000.0,54000,64600
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2022H2,2,41250.0,39500,43000
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2023H1,18,44500.0,40500,49500
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2023H2,6,49950.0,48900,53000
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2024H1,4,47750.0,47000,50000
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2024H2,12,47150.0,45000,50000
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2025H1,15,46200.0,43300,48500
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2025H2,29,44700.0,33000,49000
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2026H1,23,47300.0,43000,52500
화성시,그린힐 반도유보라 아이비파크 10(1단지),74.1,2026H2,2,53400.0,53000,53800
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2020H1,6,49250.0,46000,53000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2020H2,2,54550.0,52500,56600
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2021H1,5,59000.0,57000,59400
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2021H2,2,63900.0,62800,65000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2022H1,1,55000.0,55000,55000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2023H1,5,49500.0,40000,51000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2023H2,2,50750.0,50500,51000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2024H1,6,51350.0,50000,52250
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2024H2,4,51550.0,49000,52000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2025H1,2,49400.0,49000,49800
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2025H2,8,49350.0,46500,51250
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2026H1,14,50000.0,36750,54000
화성시,그린힐 반도유보라 아이비파크 10(1단지),85.0,2026H2,4,54400.0,53500,55000
화성시,나루마을월드메르디앙반도유보라,102.0,2020H1,8,51500.0,43000,57800
화성시,나루마을월드메르디앙반도유보라,102.0,2021H1,12,69500.0,59000,74200
화성시,나루마을월드메르디앙반도유보라,102.0,2021H2,6,75500.0,60500,78000
화성시,나루마을월드메르디앙반도유보라,102.0,2022H2,2,66000.0,65000,67000
화성시,나루마을월드메르디앙반도유보라,102.0,2023H1,3,54000.0,52000,61500
화성시,나루마을월드메르디앙반도유보라,102.0,2023H2,2,64500.0,62000,67000
화성시,나루마을월드메르디앙반도유보라,102.0,2024H2,2,69750.0,67000,72500
화성시,나루마을월드메르디앙반도유보라,102.0,2025H1,2,68900.0,67800,70000
화성시,나루마을월드메르디앙반도유보라,102.0,2025H2,5,73500.0,67000,79000
화성시,나루마을월드메르디앙반도유보라,102.0,2026H1,5,73000.0,69900,75000
화성시,나루마을월드메르디앙반도유보라,110.7,2020H1,7,52000.0,50000,59500
화성시,나루마을월드메르디앙반도유보라,110.7,2020H2,3,64500.0,60000,66000
화성시,나루마을월드메르디앙반도유보라,110.7,2021H1,5,71500.0,69000,77000
화성시,나루마을월드메르디앙반도유보라,110.7,2022H1,1,70000.0,70000,70000
화성시,나루마을월드메르디앙반도유보라,110.7,2024H1,4,68650.0,68000,70900
화성시,나루마을월드메르디앙반도유보라,110.7,2025H1,1,74500.0,74500,74500
화성시,나루마을월드메르디앙반도유보라,110.7,2025H2,5,75400.0,74000,78000
화성시,나루마을월드메르디앙반도유보라,110.7,2026H1,7,76500.0,73000,82000
화성시,나루마을월드메르디앙반도유보라,116.0,2020H1,4,56000.0,49000,63800
화성시,나루마을월드메르디앙반도유보라,116.0,2020H2,10,64750.0,59900,69500
화성시,나루마을월드메르디앙반도유보라,116.0,2021H1,6,77500.0,70500,81500
화성시,나루마을월드메르디앙반도유보라,116.0,2021H2,7,83000.0,70500,87000
화성시,나루마을월드메르디앙반도유보라,116.0,2022H2,2,70250.0,70000,70500
화성시,나루마을월드메르디앙반도유보라,116.0,2023H1,4,67000.0,65000,69000
화성시,나루마을월드메르디앙반도유보라,116.0,2023H2,4,70500.0,70000,86800
화성시,나루마을월드메르디앙반도유보라,116.0,2024H1,3,72000.0,68750,72600
화성시,나루마을월드메르디앙반도유보라,116.0,2024H2,2,80000.0,74000,86000
화성시,나루마을월드메르디앙반도유보라,116.0,2025H1,6,75000.0,72500,79000
화성시,나루마을월드메르디앙반도유보라,116.0,2025H2,8,77000.0,74300,82500
화성시,나루마을월드메르디앙반도유보라,116.0,2026H1,10,83750.0,79500,92000
화성시,나루마을월드메르디앙반도유보라,139.5,2020H1,2,62500.0,55000,70000
화성시,나루마을월드메르디앙반도유보라,139.5,2020H2,4,74875.0,69500,87500
화성시,나루마을월드메르디앙반도유보라,139.5,2021H2,1,104500.0,104500,104500
화성시,나루마을월드메르디앙반도유보라,139.5,2023H1,4,69900.0,65000,77000
화성시,나루마을월드메르디앙반도유보라,139.5,2024H1,3,83000.0,81000,83000
화성시,나루마을월드메르디앙반도유보라,139.5,2024H2,2,71500.0,60000,83000
화성시,나루마을월드메르디앙반도유보라,139.5,2025H1,2,81250.0,75000,87500
화성시,나루마을월드메르디앙반도유보라,139.5,2025H2,2,92500.0,91500,93500
화성시,나루마을월드메르디앙반도유보라,139.5,2026H1,6,97750.0,62000,107000
화성시,나루마을월드메르디앙반도유보라,167.0,2020H1,2,65000.0,63000,67000
화성시,나루마을월드메르디앙반도유보라,167.0,2020H2,3,63000.0,47000,78000
화성시,나루마을월드메르디앙반도유보라,167.0,2021H2,1,105000.0,105000,105000
화성시,나루마을월드메르디앙반도유보라,167.0,2024H2,1,109500.0,109500,109500
화성시,나루마을월드메르디앙반도유보라,167.0,2025H1,1,109000.0,109000,109000
화성시,나루마을월드메르디앙반도유보라,167.0,2025H2,1,109000.0,109000,109000
화성시,나루마을월드메르디앙반도유보라,167.0,2026H1,2,87000.0,77000,97000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2020H1,61,45000.0,34000,51700
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2020H2,74,50000.0,43000,59500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2021H1,30,63450.0,49850,66300
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2021H2,36,65950.0,60500,70900
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2022H1,11,61000.0,53500,70000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2022H2,14,46750.0,39500,60500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2023H1,41,48300.0,35400,59500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2023H2,28,56475.0,52500,59000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2024H1,31,58000.0,50000,62000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2024H2,32,61000.0,53500,64000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2025H1,48,62500.0,52500,66500
