지역,단지명,면적구간,반기,거래건수,중앙값_만원,최저가_만원,최고가_만원
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2025H2,54,65500.0,57000,72000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2026H1,51,71000.0,46000,90000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,59.1,2026H2,5,90900.0,86300,91000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2020H1,4,53600.0,50000,55500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2020H2,3,62500.0,59800,63000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2021H1,1,74000.0,74000,74000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2021H2,2,75750.0,74700,76800
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2023H1,2,61500.0,61500,61500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2024H1,2,66350.0,65500,67200
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2024H2,1,68000.0,68000,68000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2025H2,1,77000.0,77000,77000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.0,2026H1,4,78500.0,77400,80000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2020H1,15,54700.0,44500,58500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2020H2,15,59500.0,54000,70000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2021H1,7,75700.0,74250,78000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2021H2,10,76750.0,73000,77900
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2022H1,2,72250.0,67500,77000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2022H2,1,60000.0,60000,60000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2023H1,9,55000.0,50000,63500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2023H2,8,64250.0,60000,68000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2024H1,10,67250.0,57500,75000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2024H2,8,71350.0,69000,78000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2025H1,12,71500.0,68000,75700
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2025H2,13,73000.0,70000,75700
화성시,동탄시범다은마을 월드메르디앙 반도유보라,76.8,2026H1,9,79900.0,70800,97000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2020H1,8,61500.0,50800,67800
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2020H2,17,71500.0,67000,79500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2021H1,1,82000.0,82000,82000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2021H2,9,86000.0,83000,98000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2023H1,4,69900.0,68000,70000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2023H2,7,71000.0,70000,75500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2024H1,8,76750.0,70000,79000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2024H2,8,79350.0,78000,82000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2025H1,6,83500.0,80800,88000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2025H2,10,83975.0,78000,90000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.6,2026H1,11,94500.0,70000,99800
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2020H1,6,65250.0,51000,70000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2020H2,4,70500.0,68000,76500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2021H1,7,88500.0,86000,90500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2021H2,9,90000.0,86500,95000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2022H2,2,80000.0,80000,80000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2023H1,6,69850.0,68000,71500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2023H2,6,73400.0,69500,79000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2024H1,8,75750.0,72000,82500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2024H2,4,82500.0,74400,84500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2025H1,2,80500.0,77000,84000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2025H2,9,86800.0,73500,88500
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2026H1,20,90900.0,67000,100000
화성시,동탄시범다은마을 월드메르디앙 반도유보라,84.7,2026H2,1,107500.0,107500,107500
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2020H2,2,97500.0,95000,100000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2021H1,1,105000.0,105000,105000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2021H2,1,118000.0,118000,118000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2022H1,1,110000.0,110000,110000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2022H2,1,75000.0,75000,75000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2023H1,3,73300.0,72000,84900
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2023H2,9,94000.0,88000,103500
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2024H1,5,94500.0,91000,98000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2024H2,1,95000.0,95000,95000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2025H1,5,98000.0,94500,104000
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2025H2,9,104000.0,99900,109500
화성시,동탄역 반도유보라 아이비파크 8.0,73.4,2026H1,11,119500.0,104000,138000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2020H1,1,87500.0,87500,87500
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2020H2,5,97200.0,93000,100000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2021H2,2,114000.0,110000,118000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2022H1,1,103500.0,103500,103500
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2022H2,2,77000.0,75000,79000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2023H1,5,84500.0,78700,89500
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2023H2,6,97000.0,90900,102000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2024H1,2,95500.0,90000,101000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2024H2,5,96000.0,95000,98000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2025H1,13,98800.0,92800,105300
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2025H2,9,106500.0,100000,115000
화성시,동탄역 반도유보라 아이비파크 8.0,73.7,2026H1,14,121500.0,109000,147000
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2020H1,1,84200.0,84200,84200
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2020H2,2,101900.0,97800,106000
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2021H1,1,116000.0,116000,116000
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2021H2,1,97000.0,97000,97000
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2022H2,4,76000.0,70000,85000
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2023H2,2,91250.0,87500,95000
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2024H1,2,95250.0,93000,97500
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2025H1,1,100500.0,100500,100500
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2025H2,5,110000.0,95000,115700
화성시,동탄역 반도유보라 아이비파크 8.0,76.2,2026H1,6,116300.0,108000,129500
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2020H1,1,92800.0,92800,92800
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2020H2,6,116250.0,112500,120000
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2021H1,1,131500.0,131500,131500
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2021H2,4,139500.0,129500,144700
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2022H1,1,127500.0,127500,127500
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2023H1,4,98350.0,92800,110000
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2023H2,1,104500.0,104500,104500
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2024H1,1,116000.0,116000,116000
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2024H2,3,114500.0,114000,116500
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2025H1,8,112500.0,91000,117000
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2025H2,6,121750.0,103500,130000
화성시,동탄역 반도유보라 아이비파크 8.0,86.2,2026H1,13,133000.0,125000,150000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2020H1,1,62700.0,62700,62700
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2020H2,6,76750.0,70000,78000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2021H1,2,87750.0,87500,88000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2021H2,3,90000.0,87000,96800
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2022H1,1,76000.0,76000,76000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2022H2,5,62000.0,59900,65000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2023H1,5,73000.0,64000,74800
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2023H2,7,75000.0,74700,78900
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2024H1,4,79075.0,74500,79900
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2024H2,5,81800.0,78250,83000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2025H1,4,84000.0,83000,84800
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2025H2,9,85000.0,63000,94000
화성시,동탄역 반도유보라 아이비파크5.0,59.9,2026H1,15,95000.0,89800,117000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2020H1,3,79000.0,78200,80000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2020H2,3,88000.0,84000,89000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2021H1,5,99000.0,89300,101000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2022H2,1,90000.0,90000,90000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2023H1,2,81500.0,74500,88500
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2023H2,2,86950.0,83000,90900
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2024H1,4,85000.0,85000,86000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2024H2,3,88000.0,86500,89600
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2025H1,3,91000.0,90500,91500
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2025H2,10,91150.0,89700,95000
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2026H1,12,99400.0,95000,108700
화성시,동탄역 반도유보라 아이비파크5.0,74.4,2026H2,1,130000.0,130000,130000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2020H1,6,84350.0,79000,90000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2020H2,4,96000.0,93000,99000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2021H1,3,116500.0,105000,119500
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2021H2,3,116300.0,110000,125000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2022H2,1,100000.0,100000,100000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2023H1,1,90000.0,90000,90000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2023H2,2,96250.0,95000,97500
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2024H1,2,100250.0,98500,102000
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2024H2,5,104000.0,95000,106250
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2025H1,1,99500.0,99500,99500
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2025H2,9,102500.0,100000,108500
화성시,동탄역 반도유보라 아이비파크5.0,85.0,2026H1,8,108750.0,99000,115000
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2020H1,2,95450.0,92900,98000
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2020H2,1,97500.0,97500,97500
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2021H1,3,130000.0,116000,135000
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2021H2,3,142000.0,140000,144000
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2022H2,1,78000.0,78000,78000
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2023H1,1,107500.0,107500,107500
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2023H2,2,109500.0,104500,114500
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2024H2,1,117700.0,117700,117700
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2025H1,1,105750.0,105750,105750
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2025H2,1,110500.0,110500,110500
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2026H1,13,117000.0,110000,145000
화성시,동탄역 반도유보라 아이비파크5.0,96.8,2026H2,1,142000.0,142000,142000
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2020H1,3,74500.0,69400,74500
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2020H2,7,79300.0,73500,84000
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2021H1,4,91150.0,85900,95900
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2021H2,1,97000.0,97000,97000
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2022H1,6,79500.0,78000,84800
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2022H2,4,67000.0,63000,78000
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2023H1,3,75500.0,66700,76500
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2023H2,4,80000.0,80000,81500
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2024H1,3,80300.0,80000,81000
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2024H2,10,82250.0,78700,87000
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2025H1,4,86650.0,85300,88700
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2025H2,13,91000.0,56000,98500
화성시,동탄역 반도유보라 아이비파크6.0,59.9,2026H1,17,111500.0,103000,139500
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2020H1,1,74000.0,74000,74000
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2020H2,6,88250.0,87000,88700
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2021H1,2,91500.0,87000,96000
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2022H1,1,91000.0,91000,91000
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2024H1,2,74500.0,61000,88000
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2025H1,2,91500.0,90000,93000
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2025H2,4,103000.0,98500,106000
화성시,동탄역 반도유보라 아이비파크6.0,74.4,2026H1,13,106500.0,103000,124000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2020H1,7,85400.0,81500,95000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2020H2,3,98500.0,98000,99000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2021H1,1,124000.0,124000,124000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2021H2,3,127000.0,125000,127000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2022H2,1,90000.0,90000,90000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2023H1,3,95000.0,94000,97200
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2023H2,2,101000.0,98000,104000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2024H1,1,105000.0,105000,105000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2024H2,2,100500.0,99000,102000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2025H1,6,101500.0,99000,104700
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2025H2,8,105700.0,96500,114000
화성시,동탄역 반도유보라 아이비파크6.0,85.0,2026H1,10,122000.0,114000,148000
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2020H1,4,98750.0,95000,100500
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2021H1,2,139250.0,135000,143500
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2021H2,2,138900.0,138000,139800
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2022H2,1,110000.0,110000,110000
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2023H1,2,98750.0,93000,104500
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2023H2,1,117500.0,117500,117500
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2025H1,1,113000.0,113000,113000
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2025H2,1,126500.0,126500,126500
화성시,동탄역 반도유보라 아이비파크6.0,96.8,2026H1,3,140000.0,137800,140000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2020H1,11,74000.0,70000,77000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2020H2,20,83950.0,72000,89500
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2021H1,7,101000.0,85000,102000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2021H2,11,102000.0,94500,110000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2022H1,9,90500.0,88000,93400
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2022H2,13,71000.0,52000,88000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2023H1,20,83000.0,75000,88500
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2023H2,4,86000.0,84500,87000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2024H1,12,86750.0,80000,89900
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2024H2,22,89500.0,83000,92700
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2025H1,23,92000.0,86000,96000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2025H2,26,99900.0,93000,113000
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2026H1,32,122250.0,109300,127500
화성시,동탄역 시범우남퍼스트빌아파트,60.0,2026H2,1,149000.0,149000,149000
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2020H1,8,75250.0,71000,80000
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2020H2,11,84400.0,82000,89400
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2021H2,3,113000.0,94000,114500
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2022H1,1,92000.0,92000,92000
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2022H2,3,76000.0,75500,77500
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2023H1,6,81750.0,71500,87500
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2023H2,4,92075.0,89800,92500
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2024H1,3,88000.0,86500,88000
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2024H2,4,93600.0,89000,95800
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2025H1,7,93500.0,92000,98000
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2025H2,8,102150.0,96000,114700
화성시,동탄역 시범우남퍼스트빌아파트,70.0,2026H1,12,124750.0,119500,138000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2020H1,6,79000.0,72000,83000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2020H2,22,87500.0,78000,100000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2021H1,2,104750.0,99500,110000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2021H2,9,114000.0,99500,118500
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2022H1,3,101000.0,99500,102000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2022H2,3,80000.0,79000,86000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2023H1,8,93000.0,70000,96500
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2023H2,7,99000.0,91500,99500
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2024H1,7,95000.0,92000,96500
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2024H2,8,99100.0,92700,100800
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2025H1,19,99500.0,90000,102000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2025H2,24,103800.0,98000,118000
화성시,동탄역 시범우남퍼스트빌아파트,74.0,2026H1,14,122000.0,116000,156000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2020H1,8,96500.0,89000,100000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2020H2,7,110000.0,102000,125000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2021H1,3,132000.0,125000,134500
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2021H2,4,142000.0,135000,148000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2022H1,3,115000.0,110000,130000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2022H2,4,96500.0,94000,98000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2023H1,9,99500.0,90000,123000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2023H2,4,114500.0,110000,126000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2024H1,4,114750.0,113500,117500
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2024H2,6,116500.0,108500,119000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2025H1,15,114900.0,107500,122000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2025H2,18,119900.0,110000,136000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2026H1,15,145000.0,126000,186000
화성시,동탄역 시범우남퍼스트빌아파트,84.9,2026H2,1,165000.0,165000,165000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2020H1,6,93000.0,89000,94000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2020H2,9,105000.0,95700,113000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2021H1,3,127500.0,126000,128000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2021H2,3,133000.0,127000,136000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2022H1,6,113500.0,110000,119000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2022H2,7,95000.0,88000,102000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2023H1,13,98000.0,87500,110000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2023H2,1,117500.0,117500,117500
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2024H1,3,108780.0,105000,109400
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2024H2,10,108450.0,107000,111250
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2025H1,18,109500.0,105000,116000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2025H2,34,120000.0,108000,136000
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2026H1,17,140000.0,120500,179500
화성시,동탄역 시범우남퍼스트빌아파트,85.0,2026H2,1,169000.0,169000,169000
화성시,동탄역반도유보라아이비파크2.0,74.4,2020H1,12,44600.0,38800,49000
화성시,동탄역반도유보라아이비파크2.0,74.4,2020H2,3,50000.0,49800,58800
화성시,동탄역반도유보라아이비파크2.0,74.4,2021H1,6,59500.0,55000,60500
화성시,동탄역반도유보라아이비파크2.0,74.4,2021H2,3,66000.0,64800,71000
화성시,동탄역반도유보라아이비파크2.0,74.4,2022H1,2,63250.0,62500,64000
화성시,동탄역반도유보라아이비파크2.0,74.4,2023H1,7,52500.0,47000,55000
화성시,동탄역반도유보라아이비파크2.0,74.4,2023H2,4,60450.0,59000,61000
화성시,동탄역반도유보라아이비파크2.0,74.4,2024H2,5,60000.0,59700,60000
화성시,동탄역반도유보라아이비파크2.0,74.4,2025H1,5,56000.0,55800,59700
화성시,동탄역반도유보라아이비파크2.0,74.4,2025H2,7,59500.0,55500,61000
화성시,동탄역반도유보라아이비파크2.0,74.4,2026H1,12,62500.0,58000,75000
화성시,동탄역반도유보라아이비파크2.0,74.4,2026H2,1,78500.0,78500,78500
화성시,동탄역반도유보라아이비파크2.0,85.0,2020H1,57,53000.0,45000,59300
화성시,동탄역반도유보라아이비파크2.0,85.0,2020H2,44,60000.0,53200,65000
화성시,동탄역반도유보라아이비파크2.0,85.0,2021H1,49,65000.0,58900,73000
화성시,동탄역반도유보라아이비파크2.0,85.0,2021H2,24,73250.0,68000,78500
화성시,동탄역반도유보라아이비파크2.0,85.0,2022H1,4,68000.0,61500,69000
화성시,동탄역반도유보라아이비파크2.0,85.0,2022H2,5,54300.0,50000,61000
화성시,동탄역반도유보라아이비파크2.0,85.0,2023H1,36,56500.0,45000,62500
화성시,동탄역반도유보라아이비파크2.0,85.0,2023H2,20,62400.0,59000,65000
화성시,동탄역반도유보라아이비파크2.0,85.0,2024H1,30,62900.0,42000,65500
화성시,동탄역반도유보라아이비파크2.0,85.0,2024H2,19,63200.0,60000,68000
화성시,동탄역반도유보라아이비파크2.0,85.0,2025H1,35,63000.0,58000,66300
화성시,동탄역반도유보라아이비파크2.0,85.0,2025H2,29,64500.0,60000,68800
화성시,동탄역반도유보라아이비파크2.0,85.0,2026H1,56,67400.0,60000,84000
화성시,동탄역반도유보라아이비파크2.0,85.0,2026H2,4,87250.0,83000,94000
화성시,동탄역반도유보라아이비파크7.0,73.4,2021H1,1,127000.0,127000,127000
화성시,동탄역반도유보라아이비파크7.0,73.4,2021H2,4,120400.0,100550,130000
화성시,동탄역반도유보라아이비파크7.0,73.4,2022H1,1,102500.0,102500,102500
화성시,동탄역반도유보라아이비파크7.0,73.4,2022H2,1,86000.0,86000,86000
화성시,동탄역반도유보라아이비파크7.0,73.4,2023H1,8,78850.0,70000,93000
화성시,동탄역반도유보라아이비파크7.0,73.4,2023H2,2,97750.0,91000,104500
화성시,동탄역반도유보라아이비파크7.0,73.4,2024H1,6,102000.0,100000,104000
화성시,동탄역반도유보라아이비파크7.0,73.4,2024H2,1,104500.0,104500,104500
화성시,동탄역반도유보라아이비파크7.0,73.4,2025H1,8,102400.0,80000,107000
화성시,동탄역반도유보라아이비파크7.0,73.4,2025H2,13,105000.0,98500,115500
화성시,동탄역반도유보라아이비파크7.0,73.4,2026H1,22,115750.0,109000,132000
화성시,동탄역반도유보라아이비파크7.0,73.4,2026H2,1,145000.0,145000,145000
화성시,동탄역반도유보라아이비파크7.0,73.7,2020H2,2,112000.0,105000,119000
화성시,동탄역반도유보라아이비파크7.0,73.7,2021H1,1,125000.0,125000,125000
화성시,동탄역반도유보라아이비파크7.0,73.7,2021H2,4,123925.0,119000,126000
화성시,동탄역반도유보라아이비파크7.0,73.7,2022H1,1,108000.0,108000,108000
화성시,동탄역반도유보라아이비파크7.0,73.7,2022H2,2,75000.0,74000,76000
화성시,동탄역반도유보라아이비파크7.0,73.7,2023H1,6,87500.0,71000,97800
화성시,동탄역반도유보라아이비파크7.0,73.7,2023H2,4,101500.0,96000,109000
화성시,동탄역반도유보라아이비파크7.0,73.7,2024H1,1,110000.0,110000,110000
화성시,동탄역반도유보라아이비파크7.0,73.7,2024H2,1,114000.0,114000,114000
