거래일,법정동,지번,단지명,전용면적,층,거래금액(만원),건축년도,거래유형,중개사소재지,해제사유발생일,매수자구분,매도자구분,기타_aptDong,기타_aptSeq,기타_bonbun,기타_bubun,기타_cdealDay,기타_cdealType,기타_dealingGbn,기타_landCd,기타_landLeaseholdGbn,기타_rgstDate,기타_roadNm,기타_roadNmBonbun,기타_roadNmBubun,기타_roadNmCd,기타_roadNmSeq,기타_roadNmSggCd,기타_roadNmbCd,기타_sggCd,기타_umdCd,지역,지역코드
2025-12-31,반송동,79,시범다은마을우남퍼스트빌,84.9743,21,67300,2007,,경기 화성동탄구,,개인,개인,,41590-966,79,0,26.02.04,O,중개거래,1,N,,,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-31,오산동,971,동탄역반도유보라아이비파크7.0,73.4311,20,115500,2019,,경기 화성시,,개인,개인,,41590-1820,971,0,,,중개거래,1,N,,동탄광역환승로,63,0,3350554,1,41590,,41597,10400,화성시,41597
2025-12-31,반송동,79,시범다은마을우남퍼스트빌,67.0661,21,64300,2007,,경기 화성시,,개인,법인,,41590-966,79,0,,,중개거래,1,N,,동탄중앙로,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-30,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),84.9991,10,49200,2018,,경기 화성시,,개인,개인,,41590-1763,744,0,,,중개거래,1,N,,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-30,청계동,512,동탄역 시범우남퍼스트빌아파트,84.98,6,136000,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-30,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,11,70000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-30,장지동,1009,레이크반도유보라아이비파크9.0,104.3613,9,68000,2017,,경기 화성동탄구,,개인,개인,,41590-1719,1009,0,,,중개거래,1,N,,,95,0,4852335,0,41590,0.0,41597,11100,화성시,41597
2025-12-30,오산동,971,동탄역반도유보라아이비파크7.0,76.1872,43,108000,2019,,경기 화성시,,개인,개인,,41590-1820,971,0,,,중개거래,1,N,,동탄광역환승로,63,0,3350554,1,41590,,41597,10400,화성시,41597
2025-12-29,청계동,536,시범반도유보라아이비파크4.0,96.7283,33,130000,2018,,경기 화성시,,개인,개인,,41590-1673,536,0,,,중개거래,1,N,,동탄대로시범길,134,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-29,신흥동,6951,산성역포레스티아,84.92,2,133500,2020,,경기 성남시 수정구,,개인,개인,113,41131-1652,6951,0,,,중개거래,1,N,26.02.10,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-29,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,10,41700,2018,,경기 화성시,,개인,개인,,41590-1763,744,0,,,중개거래,1,N,,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-28,반송동,79,시범다은마을우남퍼스트빌,67.0661,1,51000,2007,,경기 화성시,,개인,개인,356,41590-966,79,0,,,중개거래,1,N,25.12.31,동탄중앙로,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-28,오산동,988,동탄역 반도유보라 아이비파크5.0,74.3629,20,93000,2017,,경기 화성시,,개인,개인,1501동,41590-1619,988,0,,,중개거래,1,N,26.01.08,동탄기흥로,393,15,3012058,0,41590,0.0,41597,10400,화성시,41597
2025-12-27,판교동,622,판교원마을1단지(파라곤),101.06,9,179000,2009,,경기 성남시 분당구,,개인,개인,107,41135-458,622,0,,,중개거래,1,N,26.03.30,판교로,50,0,3180051,3,41135,0.0,41135,10800,성남시 분당구,41135
2025-12-27,반송동,212,나루마을월드메르디앙반도유보라,110.7323,3,74500,2007,,경기 화성시,,개인,개인,,41590-986,212,0,,,중개거래,1,N,,동탄나루로,55,0,3210180,1,41590,0.0,41597,10200,화성시,41597
2025-12-27,영천동,716,동탄역반도유보라아이비파크2.0,84.9921,22,67000,2016,,경기 화성동탄구,,개인,개인,,41590-1438,716,0,26.02.05,O,중개거래,1,N,,,55,0,4852383,1,41590,,41597,10600,화성시,41597
2025-12-26,청계동,533,동탄역시범반도유보라아이비파크1.0,99.0153,2,108000,2015,,경기 화성동탄구,,개인,개인,1021동,41590-1425,533,0,,,중개거래,1,N,26.02.11,,168,0,4852353,0,41590,,41597,10500,화성시,41597
2025-12-26,청계동,536,시범반도유보라아이비파크4.0,84.9705,30,115800,2018,,경기 화성시,,개인,개인,1503동,41590-1673,536,0,,,중개거래,1,N,26.01.14,동탄대로시범길,134,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-26,잠실동,19,잠실엘스,59.96,5,294000,2008,,서울 송파구,,개인,개인,108,11710-6346,19,0,,,중개거래,1,N,26.04.01,올림픽로,99,0,3123023,1,11710,0.0,11710,10100,서울 송파구,11710
2025-12-26,오산동,1044,반도유보라아이비파크3,59.9942,2,51500,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-26,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,15,43000,2018,,"경기 수원시 장안구, 경기 화성시",,개인,개인,,41590-1763,744,0,26.01.21,O,중개거래,1,N,,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-25,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,17,49000,2018,,경기 화성동탄구,,개인,개인,3645동,41590-1763,744,0,,,중개거래,1,N,26.01.27,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-25,청계동,512,동탄역 시범우남퍼스트빌아파트,84.94,16,136000,2015,,"경기 성남시 분당구, 경기 화성시",,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-25,오산동,988,동탄역 반도유보라 아이비파크5.0,84.9739,4,102500,2017,,경기 화성시,,개인,개인,,41590-1619,988,0,,,중개거래,1,N,,동탄기흥로,393,15,3012058,0,41590,0.0,41597,10400,화성시,41597
2025-12-25,영천동,716,동탄역반도유보라아이비파크2.0,84.96,19,64500,2016,,경기 화성시,,개인,개인,,41590-1438,716,0,,,중개거래,1,N,,동탄순환대로26길,55,0,4852383,1,41590,,41597,10600,화성시,41597
2025-12-25,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2,65000,2007,,경기 화성동탄구,,개인,개인,332,41590-973,80,0,,,중개거래,1,N,26.02.03,,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-25,오산동,1044,반도유보라아이비파크3,59.9942,4,56400,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-24,청계동,536,시범반도유보라아이비파크4.0,96.7283,23,123000,2018,,경기 화성시,,개인,개인,1505동,41590-1673,536,0,,,중개거래,1,N,26.01.23,동탄대로시범길,134,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-24,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.8742,3,39500,2018,,경기 화성시,,개인,개인,,41590-1763,744,0,,,중개거래,1,N,,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-24,오산동,973,동탄역 반도유보라 아이비파크 8.0,73.6524,29,115000,2018,,경기 화성시,,개인,개인,205동,41590-1791,973,0,,,중개거래,1,N,26.01.21,동탄광역환승로,73,0,3350554,0,41590,,41597,10400,화성시,41597
2025-12-24,신흥동,6951,산성역포레스티아,59.84,13,125000,2020,,경기 성남시 수정구,,개인,개인,102,41131-1652,6951,0,,,중개거래,1,N,26.03.12,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-22,일원동,741,래미안 개포 루체하임,84.97,9,332000,2018,,서울 강남구,,개인,개인,,11680-4780,741,0,26.02.10,O,중개거래,1,N,,개포로110길,50,0,4166041,1,11680,0.0,11680,11400,서울 강남구,11680
2025-12-22,청계동,512,동탄역 시범우남퍼스트빌아파트,84.98,3,119000,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-22,반송동,79,시범다은마을우남퍼스트빌,84.9743,10,69000,2007,,경기 화성시,,개인,개인,,41590-966,79,0,,,중개거래,1,N,,동탄중앙로,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-22,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,9,72000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-22,영천동,716,동탄역반도유보라아이비파크2.0,84.9921,13,63300,2016,,경기 화성시,,개인,개인,,41590-1438,716,0,,,중개거래,1,N,,동탄순환대로26길,55,0,4852383,1,41590,,41597,10600,화성시,41597
2025-12-22,잠실동,35,트리지움,84.83,8,320000,2007,,"경기 파주시, 서울 송파구",,개인,개인,315,11710-6028,35,0,,,중개거래,1,N,26.03.13,잠실로,62,0,3123015,1,11710,0.0,11710,10100,서울 송파구,11710
2025-12-21,오산동,1044,반도유보라아이비파크3,59.987,20,63300,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-21,일원동,741,래미안 개포 루체하임,59.99,8,315000,2018,,서울 강남구,,개인,개인,111,11680-4780,741,0,,,중개거래,1,N,26.04.02,개포로110길,50,0,4166041,1,11680,0.0,11680,11400,서울 강남구,11680
2025-12-20,반송동,79,시범다은마을우남퍼스트빌,84.9743,16,70000,2007,,경기 화성시,,개인,개인,,41590-966,79,0,,,중개거래,1,N,,동탄중앙로,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-20,오산동,972,동탄역 반도유보라 아이비파크6.0,84.9885,10,107000,2017,,경기 화성시,,개인,개인,,41590-1620,972,0,,,중개거래,1,N,,동탄기흥로,479,12,3012058,2,41590,0.0,41597,10400,화성시,41597
2025-12-20,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,18,42800,2018,,경기 화성시,,개인,개인,,41590-1763,744,0,,,중개거래,1,N,,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-20,청계동,536,시범반도유보라아이비파크4.0,84.9705,25,112000,2018,,경기 화성시,,개인,개인,,41590-1673,536,0,,,중개거래,1,N,,동탄대로시범길,134,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-20,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,84.68,16,88000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-20,청계동,533,동탄역시범반도유보라아이비파크1.0,84.9885,8,101000,2015,,경기 화성시,,개인,개인,,41590-1425,533,0,,,중개거래,1,N,,동탄대로시범길,168,0,4852353,0,41590,,41597,10500,화성시,41597
2025-12-20,산척동,745,레이크힐 반도유보라 아이비파크 10.2,96.7859,2,52000,2018,,경기 화성시,,개인,개인,,41590-1814,745,0,,,중개거래,1,N,,동탄순환대로10길,88,0,4852370,1,41590,,41597,11000,화성시,41597
2025-12-20,영천동,716,동탄역반도유보라아이비파크2.0,84.9921,8,65500,2016,,경기 화성시,,개인,개인,,41590-1438,716,0,,,중개거래,1,N,,동탄순환대로26길,55,0,4852383,1,41590,,41597,10600,화성시,41597
2025-12-20,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,84.68,15,87000,2007,,경기 화성시,,개인,개인,343,41590-973,80,0,,,중개거래,1,N,26.01.20,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-20,청계동,533,동탄역시범반도유보라아이비파크1.0,84.9885,13,104700,2015,,경기 화성시,,개인,개인,,41590-1425,533,0,,,중개거래,1,N,,동탄대로시범길,168,0,4852353,0,41590,,41597,10500,화성시,41597
2025-12-20,오산동,971,동탄역반도유보라아이비파크7.0,86.2318,16,130000,2019,,경기 화성동탄구,,개인,개인,,41590-1820,971,0,,,중개거래,1,N,,,63,0,3350554,1,41590,,41597,10400,화성시,41597
2025-12-20,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,12,41000,2018,,경기 화성시,,개인,개인,3643동,41590-1763,744,0,,,중개거래,1,N,26.01.23,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-20,반송동,79,시범다은마을우남퍼스트빌,67.0661,9,59000,2007,,경기 화성시,,개인,개인,,41590-966,79,0,,,중개거래,1,N,,동탄중앙로,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-19,청계동,512,동탄역 시범우남퍼스트빌아파트,84.98,28,132500,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-19,반송동,212,나루마을월드메르디앙반도유보라,110.7323,8,75400,2007,,경기 화성시,,개인,개인,,41590-986,212,0,26.01.03,O,중개거래,1,N,,동탄나루로,55,0,3210180,1,41590,0.0,41597,10200,화성시,41597
2025-12-19,오산동,971,동탄역반도유보라아이비파크7.0,86.2318,31,135000,2019,,경기 화성시,,개인,개인,,41590-1820,971,0,,,중개거래,1,N,,동탄광역환승로,63,0,3350554,1,41590,,41597,10400,화성시,41597
2025-12-19,신흥동,6951,산성역포레스티아,74.98,14,144000,2020,,경기 성남시 수정구,,개인,개인,134,41131-1652,6951,0,,,중개거래,1,N,26.03.24,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-19,신흥동,6951,산성역포레스티아,84.92,4,135000,2020,,경기 성남시 수정구,,개인,개인,116,41131-1652,6951,0,,,중개거래,1,N,26.03.31,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-19,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,8,67000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-19,오산동,973,동탄역 반도유보라 아이비파크 8.0,76.1872,25,111000,2018,,경기 화성시,,개인,개인,,41590-1791,973,0,,,중개거래,1,N,,동탄광역환승로,73,0,3350554,0,41590,,41597,10400,화성시,41597
2025-12-18,신흥동,6951,산성역포레스티아,59.84,3,123000,2020,,경기 성남시 수정구,,개인,개인,113,41131-1652,6951,0,,,중개거래,1,N,26.04.09,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-18,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,5,47000,2018,,경기 화성동탄구,,개인,개인,3635동,41590-1763,744,0,,,중개거래,1,N,26.01.30,,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-18,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,21,62000,2007,,,,개인,개인,333,41590-973,80,0,,,직거래,1,N,26.01.20,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-17,잠실동,19,잠실엘스,84.97,10,335000,2008,,서울 송파구,,개인,개인,172,11710-6346,19,0,,,중개거래,1,N,26.02.26,올림픽로,99,0,3123023,1,11710,0.0,11710,10100,서울 송파구,11710
2025-12-17,신흥동,6951,산성역포레스티아,84.94,24,171000,2020,,경기 성남시 수정구,,개인,개인,118,41131-1652,6951,0,,,중개거래,1,N,25.12.18,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-17,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,22,64780,2007,,경기 화성시,,개인,개인,338,41590-973,80,0,,,중개거래,1,N,25.12.31,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-17,오산동,1044,반도유보라아이비파크3,59.987,2,53000,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-17,오산동,972,동탄역 반도유보라 아이비파크6.0,59.9206,8,98500,2017,,경기 화성시,,개인,개인,,41590-1620,972,0,,,중개거래,1,N,,동탄기흥로,479,12,3012058,2,41590,0.0,41597,10400,화성시,41597
2025-12-16,개포동,1281,디에이치아너힐즈,84.357,20,390000,2019,,서울 강남구,,개인,개인,314,11680-4850,1281,0,,,중개거래,1,N,26.02.26,삼성로,11,0,3122005,1,11680,,11680,10300,서울 강남구,11680
2025-12-16,오산동,971,동탄역반도유보라아이비파크7.0,76.1872,47,109500,2019,,경기 화성동탄구,,개인,개인,103동,41590-1820,971,0,,,중개거래,1,N,26.02.11,,63,0,3350554,1,41590,,41597,10400,화성시,41597
2025-12-16,청계동,512,동탄역 시범우남퍼스트빌아파트,59.99,5,109900,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-16,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,23,66000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-16,오산동,988,동탄역 반도유보라 아이비파크5.0,74.3629,20,90500,2017,,경기 화성시,,개인,개인,,41590-1619,988,0,25.12.20,O,중개거래,1,N,,동탄기흥로,393,15,3012058,0,41590,0.0,41597,10400,화성시,41597
2025-12-15,청계동,512,동탄역 시범우남퍼스트빌아파트,59.98,20,113000,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-15,반송동,212,나루마을월드메르디앙반도유보라,116.0155,4,78000,2007,,경기 화성시,,개인,개인,,41590-986,212,0,,,중개거래,1,N,,동탄나루로,55,0,3210180,1,41590,0.0,41597,10200,화성시,41597
2025-12-15,장지동,1009,레이크반도유보라아이비파크9.0,101.998,10,62000,2017,,경기 화성시,,개인,개인,,41590-1719,1009,0,,,중개거래,1,N,,동탄대로4길,95,0,4852335,0,41590,0.0,41597,11100,화성시,41597
2025-12-15,산척동,745,레이크힐 반도유보라 아이비파크 10.2,84.9991,3,51000,2018,,경기 화성시,,개인,개인,,41590-1814,745,0,,,중개거래,1,N,,동탄순환대로10길,88,0,4852370,1,41590,,41597,11000,화성시,41597
2025-12-15,청계동,512,동탄역 시범우남퍼스트빌아파트,73.96,21,116500,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-14,영천동,716,동탄역반도유보라아이비파크2.0,84.96,4,62000,2016,,경기 화성시,,개인,개인,,41590-1438,716,0,,,중개거래,1,N,,동탄순환대로26길,55,0,4852383,1,41590,,41597,10600,화성시,41597
2025-12-13,일원동,743,디에이치자이개포,118.68,15,515000,2021,,서울 강남구,,개인,개인,814동,11680-4988,743,0,,,중개거래,1,N,26.02.19,영동대로,22,0,2122002,5,11680,0.0,11680,11400,서울 강남구,11680
2025-12-13,청담동,69-18,동양파라곤,171.1005,1,507000,2006,,서울 강남구,,개인,개인,101,11680-3667,69,18,,,중개거래,1,N,26.03.31,학동로97길,31,0,4166828,1,11680,0.0,11680,10400,서울 강남구,11680
2025-12-13,산척동,745,레이크힐 반도유보라 아이비파크 10.2,84.9991,17,52500,2018,,경기 화성동탄구,,개인,개인,3618,41590-1814,745,0,,,중개거래,1,N,26.02.09,,88,0,4852370,1,41590,,41597,11000,화성시,41597
2025-12-13,오산동,1044,반도유보라아이비파크3,74.9535,5,71500,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-13,오산동,988,동탄역 반도유보라 아이비파크5.0,59.9206,23,94000,2017,,경기 화성동탄구,,개인,개인,1505동,41590-1619,988,0,,,중개거래,1,N,26.02.04,,393,15,3012058,0,41590,0.0,41597,10400,화성시,41597
2025-12-13,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2,41000,2018,,경기 화성시,,개인,개인,,41590-1763,744,0,,,중개거래,1,N,,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-13,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,25,67000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-13,오산동,972,동탄역 반도유보라 아이비파크6.0,84.9885,5,105500,2017,,경기 화성시,,개인,개인,,41590-1620,972,0,,,중개거래,1,N,,동탄기흥로,479,12,3012058,2,41590,0.0,41597,10400,화성시,41597
2025-12-13,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,16,71000,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-13,청계동,512,동탄역 시범우남퍼스트빌아파트,84.98,15,134000,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-13,영천동,716,동탄역반도유보라아이비파크2.0,84.9921,13,65000,2016,,경기 화성동탄구,,개인,개인,411동,41590-1438,716,0,,,중개거래,1,N,26.01.27,,55,0,4852383,1,41590,,41597,10600,화성시,41597
2025-12-13,오산동,985,동탄역파라곤,79.8807,32,103400,2021,,경기 화성시,,개인,개인,901동,41590-2060,985,0,,,중개거래,1,N,25.12.22,동탄기흥로,393,20,3012058,0,41590,,41597,10400,화성시,41597
2025-12-13,산척동,745,레이크힐 반도유보라 아이비파크 10.2,96.6996,4,56000,2018,,경기 화성시,,개인,개인,,41590-1814,745,0,,,중개거래,1,N,,동탄순환대로10길,88,0,4852370,1,41590,,41597,11000,화성시,41597
2025-12-13,산척동,745,레이크힐 반도유보라 아이비파크 10.2,96.6996,8,54800,2018,,경기 화성시,,개인,개인,,41590-1814,745,0,,,중개거래,1,N,,동탄순환대로10길,88,0,4852370,1,41590,,41597,11000,화성시,41597
2025-12-13,오산동,1044,반도유보라아이비파크3,59.987,6,63000,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-12,잠실동,19,잠실엘스,59.96,23,295000,2008,,서울 송파구,,개인,개인,118,11710-6346,19,0,,,중개거래,1,N,26.01.20,올림픽로,99,0,3123023,1,11710,0.0,11710,10100,서울 송파구,11710
2025-12-11,청계동,512,동탄역 시범우남퍼스트빌아파트,59.95,11,112900,2015,,경기 화성시,,개인,개인,,41590-1342,512,0,,,중개거래,1,N,,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-11,오산동,1044,반도유보라아이비파크3,59.9942,14,59900,2016,,경기 화성시,,개인,개인,,41590-1498,1044,0,,,중개거래,1,N,,동탄대로12길,17,0,4852346,0,41590,0.0,41597,10400,화성시,41597
2025-12-11,반송동,79,시범다은마을우남퍼스트빌,84.9743,11,66500,2007,,경기 화성시,,개인,개인,,41590-966,79,0,,,중개거래,1,N,,동탄중앙로,171,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-11,일원동,741,래미안 개포 루체하임,59.99,4,308000,2018,,서울 강남구,,개인,개인,,11680-4780,741,0,26.03.31,O,중개거래,1,N,,개포로110길,50,0,4166041,1,11680,0.0,11680,11400,서울 강남구,11680
2025-12-11,도곡동,527,도곡렉슬,119.8906,7,435000,2006,,서울 강남구,,개인,개인,410,11680-3623,527,0,,,중개거래,1,N,26.01.30,선릉로,221,0,3122006,8,11680,0.0,11680,11800,서울 강남구,11680
2025-12-10,반송동,212,나루마을월드메르디앙반도유보라,110.7323,6,77000,2007,,경기 화성시,,개인,개인,,41590-986,212,0,,,중개거래,1,N,,동탄나루로,55,0,3210180,1,41590,0.0,41597,10200,화성시,41597
2025-12-10,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,12,69800,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-09,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,4,44500,2018,,경기 화성시,,개인,개인,3639동,41590-1763,744,0,,,중개거래,1,N,25.12.18,동탄순환대로12길,85,0,4852372,0,41590,0.0,41597,11000,화성시,41597
2025-12-09,청계동,512,동탄역 시범우남퍼스트빌아파트,59.95,7,93000,2015,,,,개인,개인,913,41590-1342,512,0,,,직거래,1,N,25.12.16,동탄대로시범길,276,0,4852353,0,41590,0.0,41597,10500,화성시,41597
2025-12-09,도곡동,527,도곡렉슬,134.9023,11,519000,2006,,서울 강남구,,개인,개인,304,11680-3623,527,0,,,중개거래,1,N,26.01.30,선릉로,221,0,3122006,8,11680,0.0,11680,11800,서울 강남구,11680
2025-12-08,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,3,63500,2007,,경기 화성시,,개인,개인,337,41590-973,80,0,,,중개거래,1,N,25.12.22,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-08,대치동,1027,래미안대치팰리스,94.49,17,530000,2015,,서울 강남구,,개인,개인,101,11680-4394,1027,0,,,중개거래,1,N,26.03.30,삼성로51길,37,0,4166413,0,11680,,11680,10600,서울 강남구,11680
2025-12-08,신흥동,6951,산성역포레스티아,74.98,7,139500,2020,,경기 성남시 수정구,,개인,개인,133,41131-1652,6951,0,,,중개거래,1,N,26.03.03,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-07,반송동,212,나루마을월드메르디앙반도유보라,101.9599,6,74500,2007,,경기 화성시,,개인,개인,,41590-986,212,0,,,중개거래,1,N,,동탄나루로,55,0,3210180,1,41590,0.0,41597,10200,화성시,41597
2025-12-06,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,84.68,22,86800,2007,,경기 화성시,,개인,개인,,41590-973,80,0,,,중개거래,1,N,,동탄중앙로,189,0,3210027,1,41590,0.0,41597,10200,화성시,41597
2025-12-06,오산동,973,동탄역 반도유보라 아이비파크 8.0,73.4311,26,106300,2018,,경기 화성시,,개인,개인,,41590-1791,973,0,,,중개거래,1,N,,동탄광역환승로,73,0,3350554,0,41590,,41597,10400,화성시,41597
2025-12-06,신흥동,6951,산성역포레스티아,74.96,5,136000,2020,,경기 성남시 수정구,,개인,개인,118,41131-1652,6951,0,,,중개거래,1,N,26.02.10,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
2025-12-06,신흥동,6951,산성역포레스티아,67.86,17,132800,2020,,경기 성남시 수정구,,개인,개인,121,41131-1652,6951,0,,,중개거래,1,N,26.01.26,수정로,319,0,3178018,1,41131,0.0,41131,10100,성남시 수정구,41131
