거래일,법정동,지번,단지명,전용면적,층,거래금액(만원),건축년도,거래유형,중개사소재지,해제사유발생일,매수자구분,매도자구분,기타_aptDong,기타_aptSeq,기타_bonbun,기타_bubun,기타_cdealDay,기타_cdealType,기타_dealingGbn,기타_landCd,기타_landLeaseholdGbn,기타_rgstDate,기타_roadNm,기타_roadNmBonbun,기타_roadNmBubun,기타_roadNmCd,기타_roadNmSeq,기타_roadNmSggCd,기타_roadNmbCd,기타_sggCd,기타_umdCd,지역,지역코드
2026-09-19,장지동,963,동탄호수자이파밀리에,84.98,15,93000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1695,0963,0000,,,중개거래,1,N,,동탄대로2길,00019,00000,4852333,00,41597,0,41597,11100,화성시,41597
2026-09-18,목동,489,동탄동원로얄듀크2차,84.9889,6,80000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1836,0489,0000,,,중개거래,1,N,,동탄순환대로19길,00021,00000,4852377,00,41597,0,41597,10900,화성시,41597
2026-09-18,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,19,91000,2007,,경기 화성시 동탄구,,개인,개인,,41590-973,0080,0000,,,중개거래,1,N,,동탄중앙로,00189,00000,3210027,01,41597,0,41597,10200,화성시,41597
2026-09-18,목동,477,동탄2신도시 베라체,59.99,1,60000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1790,0477,0000,,,중개거래,1,N,,동탄순환대로20길,00013,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-18,반송동,75,동탄시범다은마을센트럴파크뷰,79.84,11,69000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1019,0075,0000,,,중개거래,1,N,,동탄공원로1길,00006,00059,4431476,01,41597,0,41597,10200,화성시,41597
2026-09-18,목동,494,호반베르디움센트럴포레,84.8388,4,79500,2017,,경기 화성시 동탄구,,개인,개인,,41590-1589,0494,0000,,,중개거래,1,N,,동탄신리천로1길,00074,00000,4852387,00,41597,0,41597,10900,화성시,41597
2026-09-17,장지동,1011,동탄2아이파크2단지,96.9548,9,60000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1896,1011,0000,,,중개거래,1,N,,동탄대로4길,00143,00000,4852335,02,41597,,41597,11100,화성시,41597
2026-09-17,목동,479,동탄금강펜테리움센트럴파크Ⅳ,74.8709,18,74500,2018,,경기 화성시 동탄구,,개인,개인,,41590-1682,0479,0000,,,중개거래,1,N,,동탄순환대로20길,00045,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-17,장지동,963,동탄호수자이파밀리에,59.64,15,79000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1695,0963,0000,,,중개거래,1,N,,동탄대로2길,00019,00000,4852333,00,41597,0,41597,11100,화성시,41597
2026-09-17,영천동,720,동탄역포레너스,84.5442,7,85000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1570,0720,0000,,,중개거래,1,N,,동탄대로24길,00199,00000,4852357,00,41597,0,41597,10600,화성시,41597
2026-09-17,능동,1131,자연앤데시앙,84.84,17,71700,2008,,경기 화성시 동탄구,,개인,개인,,41590-1042,1131,0000,,,중개거래,1,N,,동탄숲속로,00068,00000,3210145,01,41597,0,41597,10100,화성시,41597
2026-09-17,여울동,1044,반도유보라아이비파크3,59.987,1,66500,2016,,경기 화성시 동탄구,,개인,개인,,41590-1498,1044,0000,,,중개거래,1,N,,동탄대로12길,00017,00000,4852346,00,41597,0,41597,11500,화성시,41597
2026-09-17,영천동,892,동탄파크자이,99.6918,5,97500,2018,,"경기 안양시 동안구, 경기 화성시 동탄구",,개인,개인,,41590-1766,0892,0000,,,중개거래,1,N,,동탄대로24길,00117,00000,4852357,00,41597,0,41597,10600,화성시,41597
2026-09-17,목동,478,이편한세상동탄,74.44,10,70000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1676,0478,0000,,,중개거래,1,N,,동탄순환대로20길,00031,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-16,송동,693,동탄2하우스디더레이크,74.88,6,101500,2016,,경기 화성시 동탄구,,개인,개인,,41590-1538,0693,0000,,,중개거래,1,N,,동탄대로9길,00019,00000,4852343,00,41597,0,41597,11200,화성시,41597
2026-09-16,반송동,134,솔빛마을신도브래뉴,84.753,10,107000,2007,,경기 화성시 동탄구,,개인,개인,,41590-993,0134,0000,,,중개거래,1,N,,동탄반석로,00070,00000,3210169,00,41597,,41597,10200,화성시,41597
2026-09-16,장지동,1011,동탄2아이파크2단지,96.9237,9,60000,2019,,"경기 오산시, 경기 화성시 동탄구",,개인,개인,,41590-1896,1011,0000,,,중개거래,1,N,,동탄대로4길,00143,00000,4852335,02,41597,,41597,11100,화성시,41597
2026-09-16,영천동,716,동탄역반도유보라아이비파크2.0,84.9921,24,90000,2016,,경기 화성시 동탄구,,개인,개인,,41590-1438,0716,0000,,,중개거래,1,N,,동탄순환대로26길,00055,00000,4852383,01,41597,,41597,10600,화성시,41597
2026-09-16,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,23,90900,2007,,경기 화성시 동탄구,,개인,개인,,41590-973,0080,0000,,,중개거래,1,N,,동탄중앙로,00189,00000,3210027,01,41597,0,41597,10200,화성시,41597
2026-09-16,산척동,718,동탄 더 레이크 팰리스,88.025,12,114000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1805,0718,0000,,,중개거래,1,N,,동탄대로8길,00035,00000,4852342,00,41597,,41597,11000,화성시,41597
2026-09-16,여울동,1044,반도유보라아이비파크3,59.987,6,85000,2016,,경기 화성시 동탄구,,개인,개인,,41590-1498,1044,0000,,,중개거래,1,N,,동탄대로12길,00017,00000,4852346,00,41597,0,41597,11500,화성시,41597
2026-09-16,장지동,914,엔에이치에프엘크루,51.65,17,47900,2019,,경기 화성시 동탄구,,개인,개인,,41590-1937,0914,0000,,,중개거래,1,N,,동탄대로1길,00096,00000,4852332,00,41597,0,41597,11100,화성시,41597
2026-09-16,장지동,963,동탄호수자이파밀리에,51.75,3,58800,2018,,경기 화성시 동탄구,,개인,개인,,41590-1695,0963,0000,,,중개거래,1,N,,동탄대로2길,00019,00000,4852333,00,41597,0,41597,11100,화성시,41597
2026-09-16,영천동,720,동탄역포레너스,84.5442,10,85000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1570,0720,0000,,,중개거래,1,N,,동탄대로24길,00199,00000,4852357,00,41597,0,41597,10600,화성시,41597
2026-09-15,반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,1,86300,2007,,경기 화성시 동탄구,,개인,개인,,41590-973,0080,0000,,,중개거래,1,N,,동탄중앙로,00189,00000,3210027,01,41597,0,41597,10200,화성시,41597
2026-09-15,영천동,890,동탄파크한양수자인,51.79,9,46000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1956,0890,0000,,,중개거래,1,N,,동탄대로24가길,00030,00000,4852358,00,41597,0,41597,10600,화성시,41597
2026-09-15,목동,477,동탄2신도시 베라체,59.98,13,67900,2018,,경기 화성시 동탄구,,개인,개인,,41590-1790,0477,0000,,,중개거래,1,N,,동탄순환대로20길,00013,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-15,산척동,745,레이크힐 반도유보라 아이비파크 10.2,84.9991,19,59800,2018,,경기 화성시 동탄구,,개인,개인,,41590-1814,0745,0000,,,중개거래,1,N,,동탄순환대로10길,00088,00000,4852370,01,41597,,41597,11000,화성시,41597
2026-09-15,영천동,890,동탄파크한양수자인,51.79,6,46000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1956,0890,0000,,,중개거래,1,N,,동탄대로24가길,00030,00000,4852358,00,41597,0,41597,10600,화성시,41597
2026-09-15,산척동,699,동탄 더샵 레이크에듀타운,84.9802,14,114000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1837,0699,0000,,,중개거래,1,N,,동탄대로10길,00020,00000,4852344,00,41597,,41597,11000,화성시,41597
2026-09-15,장지동,976,제일풍경채에듀앤파크,76.3605,6,67700,2018,,경기 화성시 동탄구,,개인,개인,,41590-1782,0976,0000,,,중개거래,1,N,,동탄대로4가길,00026,00000,4852336,00,41597,0,41597,11100,화성시,41597
2026-09-14,장지동,1009,레이크반도유보라아이비파크9.0,104.3613,13,77000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1719,1009,0000,,,중개거래,1,N,,동탄대로4길,00095,00000,4852335,00,41597,0,41597,11100,화성시,41597
2026-09-14,능동,1137,푸른마을두산위브,72.68,18,64500,2007,,경기 화성시 동탄구,,개인,개인,,41590-996,1137,0000,,,중개거래,1,N,,동탄공원로,00021,00040,3210162,01,41597,0,41597,10100,화성시,41597
2026-09-14,장지동,914,엔에이치에프엘크루,75.92,18,64500,2019,,"경기 수원시 권선구, 경기 화성시 동탄구",,개인,개인,,41590-1937,0914,0000,,,중개거래,1,N,,동탄대로1길,00096,00000,4852332,00,41597,0,41597,11100,화성시,41597
2026-09-13,여울동,1001,동탄역더샵센트럴시티2차,74.9,12,94300,2018,,경기 화성시 동탄구,,개인,개인,,41590-1764,1001,0000,,,중개거래,1,N,,동탄감배산로,00019,00000,3351083,00,41597,0,41597,11500,화성시,41597
2026-09-12,목동,494,호반베르디움센트럴포레,98.1497,24,87000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1589,0494,0000,,,중개거래,1,N,,동탄신리천로1길,00074,00000,4852387,00,41597,0,41597,10900,화성시,41597
2026-09-12,능동,1151,푸른마을모아미래도,59.192,4,53000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1026,1151,0000,,,중개거래,1,N,,동탄공원로,00021,00011,3210162,00,41597,,41597,10100,화성시,41597
2026-09-12,영천동,874,동탄역대방디엠시티더센텀,56.361,31,93000,2021,,경기 화성시 동탄구,,개인,개인,,41590-2053,0874,0000,,,중개거래,1,N,,동탄대로,00636,00014,2348100,00,41597,,41597,10600,화성시,41597
2026-09-12,석우동,53,우미린제일풍경채,96.1628,7,82000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1061,0053,0000,,,중개거래,1,N,,동탄반석로,00277,00000,3210169,00,41597,,41597,10300,화성시,41597
2026-09-12,산척동,730,더레이크시티부영5단지,60.3768,11,81500,2018,,경기 화성시 동탄구,,개인,개인,,41590-1813,0730,0000,,,중개거래,1,N,,동탄대로6길,00050,00000,4852341,00,41597,,41597,11000,화성시,41597
2026-09-12,목동,485,한신더휴,83.7489,4,91000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1774,0485,0000,,,중개거래,1,N,,동탄순환대로20길,00070,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-11,장지동,976,제일풍경채에듀앤파크,59.5765,1,49000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1782,0976,0000,,,중개거래,1,N,,동탄대로4가길,00026,00000,4852336,00,41597,0,41597,11100,화성시,41597
2026-09-11,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,8,53800,2018,,경기 화성시 동탄구,,개인,개인,,41590-1763,0744,0000,,,중개거래,1,N,,동탄순환대로12길,00085,00000,4852372,00,41597,0,41597,11000,화성시,41597
2026-09-11,반송동,79,시범다은마을우남퍼스트빌,84.9743,27,98000,2007,,경기 화성시 동탄구,,개인,개인,,41590-966,0079,0000,,,중개거래,1,N,,동탄중앙로,00171,00000,3210027,01,41597,0,41597,10200,화성시,41597
2026-09-11,목동,478,이편한세상동탄,84.39,16,75000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1676,0478,0000,,,중개거래,1,N,,동탄순환대로20길,00031,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-11,목동,491,힐스테이트동탄,74.9757,26,104000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1831,0491,0000,,,중개거래,1,N,,동탄순환대로19길,00059,00000,4852377,01,41597,0,41597,10900,화성시,41597
2026-09-11,반송동,134,솔빛마을신도브래뉴,84.9245,18,98000,2007,,경기 화성시 동탄구,,개인,개인,,41590-993,0134,0000,,,중개거래,1,N,,동탄반석로,00070,00000,3210169,00,41597,,41597,10200,화성시,41597
2026-09-11,영천동,672,동탄역이지더원,59.9792,2,81000,2015,,경기 화성시 동탄구,,개인,개인,,41590-1336,0672,0000,,,중개거래,1,N,,동탄순환대로28길,00017,00000,4852385,00,41597,0,41597,10600,화성시,41597
2026-09-11,영천동,788,동탄역푸르지오,74.8664,3,109000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1590,0788,0000,,,중개거래,1,N,,동탄순환대로,00881,00010,2348101,00,41597,0,41597,10600,화성시,41597
2026-09-11,산척동,744,그린힐 반도유보라 아이비파크 10(1단지),84.9991,1,53500,2018,,경기 화성시 동탄구,,개인,개인,,41590-1763,0744,0000,,,중개거래,1,N,,동탄순환대로12길,00085,00000,4852372,00,41597,0,41597,11000,화성시,41597
2026-09-11,산척동,745,레이크힐 반도유보라 아이비파크 10.2,84.9991,2,59000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1814,0745,0000,,,중개거래,1,N,,동탄순환대로10길,00088,00000,4852370,01,41597,,41597,11000,화성시,41597
2026-09-11,영천동,720,동탄역포레너스,84.5442,9,89000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1570,0720,0000,,,중개거래,1,N,,동탄대로24길,00199,00000,4852357,00,41597,0,41597,10600,화성시,41597
2026-09-10,장지동,1010,동탄2아이파크1단지,96.9237,18,66700,2019,,경기 화성시 동탄구,,개인,개인,,41590-1895,1010,0000,,,중개거래,1,N,,동탄대로4길,00123,00000,4852335,02,41597,,41597,11100,화성시,41597
2026-09-10,목동,477,동탄2신도시 베라체,59.99,13,64500,2018,,경기 화성시 동탄구,,개인,개인,,41590-1790,0477,0000,,,중개거래,1,N,,동탄순환대로20길,00013,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-10,영천동,874,동탄역대방디엠시티더센텀,59.4656,23,87800,2021,,경기 화성시 동탄구,,개인,개인,,41590-2053,0874,0000,,,중개거래,1,N,,동탄대로,00636,00014,2348100,00,41597,,41597,10600,화성시,41597
2026-09-10,산척동,699,동탄 더샵 레이크에듀타운,84.9802,13,117800,2019,,경기 화성시 동탄구,,개인,개인,,41590-1837,0699,0000,,,중개거래,1,N,,동탄대로10길,00020,00000,4852344,00,41597,,41597,11000,화성시,41597
2026-09-10,석우동,53,우미린제일풍경채,75.87,2,76500,2008,,경기 화성시 동탄구,,개인,개인,,41590-1061,0053,0000,,,중개거래,1,N,,동탄반석로,00277,00000,3210169,00,41597,,41597,10300,화성시,41597
2026-09-10,목동,477,동탄2신도시 베라체,59.98,9,69000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1790,0477,0000,,,중개거래,1,N,,동탄순환대로20길,00013,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-10,여울동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,3,75000,2016,,경기 화성시 동탄구,,개인,개인,,41590-1497,1047,0000,,,중개거래,1,N,,동탄대로12길,00064,00000,4852346,01,41597,,41597,11500,화성시,41597
2026-09-10,석우동,53,우미린제일풍경채,75.87,14,84000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1061,0053,0000,,,중개거래,1,N,,동탄반석로,00277,00000,3210169,00,41597,,41597,10300,화성시,41597
2026-09-10,청계동,538,동탄역센트럴푸르지오,59.4456,12,101000,2015,,경기 화성시 동탄구,,개인,개인,,41590-1365,0538,0000,,,중개거래,1,N,,동탄순환대로21길,00054,00000,4852379,01,41597,0,41597,10500,화성시,41597
2026-09-09,여울동,1020,동탄역린스트라우스,84.2656,7,152000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1781,1020,0000,,,중개거래,1,N,,동탄역로,00102,00000,3350550,00,41597,,41597,11500,화성시,41597
2026-09-09,영천동,720,동탄역포레너스,84.5413,5,85000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1570,0720,0000,,,중개거래,1,N,,동탄대로24길,00199,00000,4852357,00,41597,0,41597,10600,화성시,41597
2026-09-09,장지동,914,엔에이치에프엘크루,84.91,13,64000,2019,,"경기 오산시, 경기 화성시 동탄구",,개인,개인,,41590-1937,0914,0000,,,중개거래,1,N,,동탄대로1길,00096,00000,4852332,00,41597,0,41597,11100,화성시,41597
2026-09-09,영천동,788,동탄역푸르지오,74.8664,12,107000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1590,0788,0000,,,중개거래,1,N,,동탄순환대로,00881,00010,2348101,00,41597,0,41597,10600,화성시,41597
2026-09-09,청계동,552,동탄역 호반 써밋,84.9805,17,115000,2015,,경기 화성시 동탄구,,개인,개인,,41590-1377,0552,0000,,,중개거래,1,N,,동탄순환대로22길,00045,00000,4852380,01,41597,0,41597,10500,화성시,41597
2026-09-09,목동,480,엔에이치에프경남아너스빌,59.55,20,58900,2018,,경기 화성시 동탄구,,개인,개인,,41590-1815,0480,0000,,,중개거래,1,N,,동탄순환대로20길,00069,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-08,청계동,538,동탄역센트럴푸르지오,59.3401,7,104100,2015,,경기 화성시 동탄구,,개인,개인,,41590-1365,0538,0000,,,중개거래,1,N,,동탄순환대로21길,00054,00000,4852379,01,41597,0,41597,10500,화성시,41597
2026-09-08,반송동,79,시범다은마을우남퍼스트빌,67.0661,15,80000,2007,,경기 화성시 동탄구,,개인,개인,,41590-966,0079,0000,,,중개거래,1,N,,동탄중앙로,00171,00000,3210027,01,41597,0,41597,10200,화성시,41597
2026-09-08,영천동,890,동탄파크한양수자인,51.79,8,46000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1956,0890,0000,,,중개거래,1,N,,동탄대로24가길,00030,00000,4852358,00,41597,0,41597,10600,화성시,41597
2026-09-08,청계동,532,동탄역시범예미지아파트,74.9682,11,130000,2015,,경기 화성시 동탄구,,개인,개인,,41590-1334,0532,0000,,,중개거래,1,N,,동탄대로시범길,00192,00000,4852353,00,41597,0,41597,10500,화성시,41597
2026-09-08,능동,1129,동탄숲속마을모아미래도2단지,100.92,25,62500,2008,,경기 화성시 동탄구,,개인,개인,,41590-1018,1129,0000,,,중개거래,1,N,,동탄숲속로,00036,00000,3210145,00,41597,,41597,10100,화성시,41597
2026-09-08,능동,1150,동탄푸른마을신일해피트리,59.96,12,55000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1065,1150,0000,,,중개거래,1,N,,동탄공원로,00021,00039,3210162,00,41597,,41597,10100,화성시,41597
2026-09-08,산척동,791,중흥에스클래스에듀하이,83.0109,5,70000,2019,,경기 화성시 동탄구,,개인,개인,,41590-1894,0791,0000,,,중개거래,1,N,,동탄순환대로17길,00031,00000,4852375,02,41597,,41597,11000,화성시,41597
2026-09-07,반송동,79,시범다은마을우남퍼스트빌,67.0661,7,83500,2007,,경기 화성시 동탄구,,개인,개인,,41590-966,0079,0000,,,중개거래,1,N,,동탄중앙로,00171,00000,3210027,01,41597,0,41597,10200,화성시,41597
2026-09-07,반송동,21,시범한빛마을한화꿈에그린,84.73,2,91500,2007,,경기 화성시 동탄구,,개인,개인,,41590-965,0021,0000,,,중개거래,1,N,,동탄시범한빛길,00010,00000,4431484,01,41597,0,41597,10200,화성시,41597
2026-09-07,산척동,733,더레이크시티부영6단지,59.9912,8,68000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1803,0733,0000,,,중개거래,1,N,,동탄대로6길,00084,00000,4852341,00,41597,,41597,11000,화성시,41597
2026-09-07,목동,480,엔에이치에프경남아너스빌,84.3,13,68200,2018,,경기 화성시 동탄구,,개인,개인,,41590-1815,0480,0000,,,중개거래,1,N,,동탄순환대로20길,00069,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-07,능동,1151,푸른마을모아미래도,59.192,13,54000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1026,1151,0000,,,중개거래,1,N,,동탄공원로,00021,00011,3210162,00,41597,,41597,10100,화성시,41597
2026-09-07,능동,1151,푸른마을모아미래도,59.192,8,55800,2008,,"경기 수원시 영통구, 경기 화성시 동탄구",,개인,개인,,41590-1026,1151,0000,26.09.14,O,중개거래,1,N,,동탄공원로,00021,00011,3210162,00,41597,,41597,10100,화성시,41597
2026-09-07,목동,481,르파비스,51.99,12,53000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1646,0481,0000,,,중개거래,1,N,,동탄순환대로20길,00115,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-06,영천동,720,동탄역포레너스,60.3768,5,72000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1570,0720,0000,,,중개거래,1,N,,동탄대로24길,00199,00000,4852357,00,41597,0,41597,10600,화성시,41597
2026-09-05,영천동,890,동탄파크한양수자인,59.73,1,47400,2019,,경기 화성시 동탄구,,개인,개인,,41590-1956,0890,0000,,,중개거래,1,N,,동탄대로24가길,00030,00000,4852358,00,41597,0,41597,10600,화성시,41597
2026-09-05,목동,489,동탄동원로얄듀크2차,84.9889,18,83500,2019,,경기 화성시 동탄구,,개인,개인,,41590-1836,0489,0000,,,중개거래,1,N,,동탄순환대로19길,00021,00000,4852377,00,41597,0,41597,10900,화성시,41597
2026-09-05,신동,898,동탄2디에트르포레,46.85,1,44500,2022,,경기 화성시 동탄구,,개인,개인,,41590-2146,0898,0000,,,중개거래,1,N,,동탄신리천로2길,00065,00000,4852388,00,41597,0,41597,10800,화성시,41597
2026-09-05,능동,1134,포스코더샵2차,76.5336,11,64800,2008,,경기 화성시 동탄구,,개인,개인,,41590-1022,1134,0000,,,중개거래,1,N,,동탄공원로,00021,00012,3210162,01,41597,0,41597,10100,화성시,41597
2026-09-05,장지동,977,동탄2신도시호반베르디움33단지,84.9025,13,59000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1771,0977,0000,,,중개거래,1,N,,동탄대로4다길,00078,00000,4852338,01,41597,,41597,11100,화성시,41597
2026-09-05,장지동,977,동탄2신도시호반베르디움33단지,84.9025,8,57900,2018,,경기 화성시 동탄구,,개인,개인,,41590-1771,0977,0000,,,중개거래,1,N,,동탄대로4다길,00078,00000,4852338,01,41597,,41597,11100,화성시,41597
2026-09-05,장지동,963,동탄호수자이파밀리에,51.14,20,60000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1695,0963,0000,,,중개거래,1,N,,동탄대로2길,00019,00000,4852333,00,41597,0,41597,11100,화성시,41597
2026-09-05,능동,1151,푸른마을모아미래도,59.192,9,52500,2008,,경기 화성시 동탄구,,개인,개인,,41590-1026,1151,0000,,,중개거래,1,N,,동탄공원로,00021,00011,3210162,00,41597,,41597,10100,화성시,41597
2026-09-05,송동,692,동탄2엘에이치26단지아파트(에이65블록),84.64,7,81700,2016,,경기 화성시 동탄구,,개인,개인,,41590-1537,0692,0000,,,중개거래,1,N,,동탄대로9길,00020,00000,4852343,00,41597,0,41597,11200,화성시,41597
2026-09-04,청계동,556,동탄역 더 힐,84.5202,11,85000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1569,0556,0000,,,중개거래,1,N,,동탄순환대로22길,00046,00000,4852380,00,41597,0,41597,10500,화성시,41597
2026-09-04,영천동,672,동탄역이지더원,59.9792,6,82000,2015,,경기 화성시 동탄구,,개인,개인,,41590-1336,0672,0000,,,중개거래,1,N,,동탄순환대로28길,00017,00000,4852385,00,41597,0,41597,10600,화성시,41597
2026-09-04,목동,480,엔에이치에프경남아너스빌,59.55,4,50000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1815,0480,0000,,,중개거래,1,N,,동탄순환대로20길,00069,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-04,목동,480,엔에이치에프경남아너스빌,84.3,1,60000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1815,0480,0000,,,중개거래,1,N,,동탄순환대로20길,00069,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-04,능동,1115,동탄숲속마을자연앤경남아너스빌(1115-0),84.51,3,72300,2008,,경기 화성시 동탄구,,개인,개인,,41590-1068,1115,0000,,,중개거래,1,N,,동탄숲속로,00103,00000,3210145,01,41597,0,41597,10100,화성시,41597
2026-09-04,석우동,49,푸르지오,75.076,11,76000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1063,0049,0000,,,중개거래,1,N,,동탄반석로,00264,00000,3210169,02,41597,0,41597,10300,화성시,41597
2026-09-04,영천동,716,동탄역반도유보라아이비파크2.0,84.96,21,94000,2016,,"경기 수원시 팔달구, 경기 화성시 동탄구",,개인,개인,,41590-1438,0716,0000,,,중개거래,1,N,,동탄순환대로26길,00055,00000,4852383,01,41597,,41597,10600,화성시,41597
2026-09-04,청계동,541,롯데캐슬 알바트로스,122.6438,12,128000,2015,,경기 화성시 동탄구,,개인,개인,,41590-1371,0541,0000,,,중개거래,1,N,,동탄순환대로21길,00053,00000,4852379,01,41597,0,41597,10500,화성시,41597
2026-09-04,목동,479,동탄금강펜테리움센트럴파크Ⅳ,74.8709,1,59500,2018,,경기 화성시 동탄구,,개인,개인,,41590-1682,0479,0000,,,중개거래,1,N,,동탄순환대로20길,00045,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-04,장지동,977,동탄2신도시호반베르디움33단지,84.9025,3,59000,2018,,"경기 용인시 기흥구, 경기 화성시 동탄구",,개인,개인,,41590-1771,0977,0000,,,중개거래,1,N,,동탄대로4다길,00078,00000,4852338,01,41597,,41597,11100,화성시,41597
2026-09-03,목동,477,동탄2신도시 베라체,59.99,17,62500,2018,,경기 화성시 동탄구,,개인,개인,,41590-1790,0477,0000,,,중개거래,1,N,,동탄순환대로20길,00013,00000,4852378,00,41597,0,41597,10900,화성시,41597
2026-09-03,반송동,85,시범한빛마을동탄아이파크,84.96,21,127700,2007,,경기 화성시 동탄구,,개인,개인,,41590-959,0085,0000,,,중개거래,1,N,,동탄지성로,00042,00000,3177017,06,41597,0,41597,10200,화성시,41597
2026-09-03,산척동,733,더레이크시티부영6단지,60.5232,1,62000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1803,0733,0000,,,중개거래,1,N,,동탄대로6길,00084,00000,4852341,00,41597,,41597,11000,화성시,41597
2026-09-03,산척동,730,더레이크시티부영5단지,60.3768,3,79000,2018,,경기 화성시 동탄구,,개인,개인,,41590-1813,0730,0000,,,중개거래,1,N,,동탄대로6길,00050,00000,4852341,00,41597,,41597,11000,화성시,41597
2026-09-03,능동,1116,동탄숲속마을 광명메이루즈,84.496,10,75000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1024,1116,0000,,,중개거래,1,N,,동탄숲속로,00095,00000,3210145,00,41597,,41597,10100,화성시,41597
2026-09-03,송동,693,동탄2하우스디더레이크,74.96,21,103500,2016,,경기 화성시 동탄구,,개인,개인,,41590-1538,0693,0000,,,중개거래,1,N,,동탄대로9길,00019,00000,4852343,00,41597,0,41597,11200,화성시,41597
2026-09-02,산척동,699,동탄 더샵 레이크에듀타운,84.4396,10,95100,2019,,,,개인,개인,,41590-1837,0699,0000,,,직거래,1,N,,동탄대로10길,00020,00000,4852344,00,41597,,41597,11000,화성시,41597
2026-09-02,능동,1124,동탄숲속마을자연앤경남아너스빌(1124-0),84.51,8,76000,2008,,경기 화성시 동탄구,,개인,개인,,41590-1069,1124,0000,,,중개거래,1,N,,동탄숲속로,00069,00000,3210145,00,41597,,41597,10100,화성시,41597
2026-09-02,산척동,718,동탄 더 레이크 팰리스,84.5413,6,66600,2018,,,,개인,개인,,41590-1805,0718,0000,,,직거래,1,N,,동탄대로8길,00035,00000,4852342,00,41597,,41597,11000,화성시,41597
2026-09-01,영천동,720,동탄역포레너스,84.5202,12,85000,2017,,경기 화성시 동탄구,,개인,개인,,41590-1570,0720,0000,,,중개거래,1,N,,동탄대로24길,00199,00000,4852357,00,41597,0,41597,10600,화성시,41597
