지역,지역코드,거래일,법정동,지번,단지명,전용면적,층,거래금액(만원),건축년도,거래유형,중개사소재지,해제사유발생일,매수자구분,매도자구분,기타_aptDong,기타_aptSeq,기타_bonbun,기타_bubun,기타_cdealDay,기타_cdealType,기타_dealingGbn,기타_landCd,기타_landLeaseholdGbn,기타_rgstDate,기타_roadNm,기타_roadNmBonbun,기타_roadNmBubun,기타_roadNmCd,기타_roadNmSeq,기타_roadNmSggCd,기타_roadNmbCd,기타_sggCd,기타_umdCd
성남시 수정구,41131,2026-01-25,고등동,590,판교밸리제일풍경채,84.991,2,124200,2020,,,,개인,법인,102동,41131-1645,590,0,,,직거래,1,N,26.04.30,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-25,고등동,590,판교밸리제일풍경채,84.8324,9,121400,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.03.31,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-25,고등동,590,판교밸리제일풍경채,84.8324,11,122600,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.05.11,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-25,고등동,590,판교밸리제일풍경채,84.8324,2,120800,2020,,,,개인,법인,104동,41131-1645,590,0,,,직거래,1,N,26.04.30,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-24,신흥동,2024,두산,84.47,1,76500,1993,,경기 성남시 수정구,,개인,개인,102,41131-1,2024,0,,,중개거래,1,N,26.04.30,공원로,360,0,3179003,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-24,신흥동,6961,산성역자이푸르지오1단지,59.97,8,120000,2024,,경기 성남시 수정구,,개인,개인,102,41131-1710,6961,0,,,중개거래,1,N,26.04.17,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-24,고등동,601,판교밸리자이3단지,60.9892,8,102500,2023,,경기 성남시 수정구,,개인,개인,301,41131-1682,601,0,,,중개거래,1,N,26.04.07,대왕판교로,961,0,3180005,0,41131,,41131,11200
성남시 수정구,41131,2026-01-24,고등동,590,판교밸리제일풍경채,84.9387,1,114600,2020,,,,개인,법인,108동,41131-1645,590,0,,,직거래,1,N,26.04.06,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-24,신흥동,6961,산성역자이푸르지오1단지,74.99,19,126000,2024,,경기 성남시 수정구,,개인,개인,109,41131-1710,6961,0,,,중개거래,1,N,26.03.31,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-24,고등동,590,판교밸리제일풍경채,84.991,4,121600,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.02.27,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-24,신흥동,2463-1,한신,60.48,4,72900,1990,,경기 성남시 수정구,,개인,개인,3,41131-5,2463,1,,,중개거래,1,N,26.04.30,산성대로,341,0,2179002,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-24,태평동,7346,가천대역두산위브,67.9639,10,77650,2018,,경기 성남시 수정구,,개인,개인,101동,41131-1624,7346,0,,,중개거래,1,N,26.05.11,태평로,65,0,3178032,0,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-24,고등동,590,판교밸리제일풍경채,84.9387,10,127400,2020,,,,개인,법인,104동,41131-1645,590,0,,,직거래,1,N,26.05.27,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-24,수진동,4002,밀란체2,84.7394,12,60000,2006,,경기 성남시 수정구,,개인,개인,밀란체2,41131-1212,4002,0,,,중개거래,1,N,26.03.27,산성대로93번길,25,0,4334241,1,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-24,신흥동,6951,산성역포레스티아,84.92,26,148000,2020,,"경기 성남시 수정구, 서울 강남구",,개인,개인,113,41131-1652,6951,0,,,중개거래,1,N,26.04.08,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-24,창곡동,519,위례센트럴푸르지오,101.965,11,190000,2016,,경기 성남시 수정구,,개인,개인,5406동,41131-1511,519,0,,,중개거래,1,N,26.04.27,위례순환로,211,0,3000239,1,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-24,신흥동,6951,산성역포레스티아,84.96,15,146500,2020,,경기 성남시 수정구,,개인,개인,103,41131-1652,6951,0,,,중개거래,1,N,26.03.27,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-23,단대동,6,선경논골,34.05,12,25500,1991,,경기 성남시 수정구,,개인,개인,102,41131-18,6,0,,,중개거래,1,N,26.03.10,논골로,87,0,3178005,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-23,신흥동,6951,산성역포레스티아,67.86,6,133000,2020,,경기 성남시 수정구,,개인,개인,114,41131-1652,6951,0,,,중개거래,1,N,26.04.10,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-23,고등동,590,판교밸리제일풍경채,84.9959,1,119200,2020,,,,개인,법인,105동,41131-1645,590,0,,,직거래,1,N,26.02.27,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-23,단대동,100,단대푸르지오,59.85,3,103000,2012,,경기 성남시 수정구,,개인,개인,106,41131-1446,100,0,,,중개거래,1,N,26.03.31,산성대로437번길,7,0,4334226,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-23,고등동,590,판교밸리제일풍경채,84.9826,1,113700,2020,,,,개인,법인,106동,41131-1645,590,0,,,직거래,1,N,26.05.11,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-23,창곡동,521,위례더힐55,149.0052,3,170000,2015,,경기 성남시 수정구,,개인,개인,5518,41131-1497,521,0,,,중개거래,1,N,26.02.27,위례순환로,220,0,3000239,1,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-23,신흥동,2463-1,한신,84.9,9,85000,1990,,경기 성남시 수정구,,개인,개인,6,41131-5,2463,1,,,중개거래,1,N,26.04.17,산성대로,341,0,2179002,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-22,신흥동,6961,산성역자이푸르지오1단지,74.96,3,125000,2024,,경기 성남시 수정구,,개인,개인,110,41131-1710,6961,0,,,중개거래,1,N,26.03.06,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-22,고등동,590,판교밸리제일풍경채,84.8324,8,124500,2020,,,,개인,법인,102동,41131-1645,590,0,,,직거래,1,N,26.04.09,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-22,창곡동,521,위례더힐55,85.7614,4,154000,2015,,경기 성남시 수정구,,개인,개인,5503,41131-1497,521,0,,,중개거래,1,N,26.03.27,위례순환로,220,0,3000239,1,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-22,고등동,590,판교밸리제일풍경채,84.991,7,122800,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.03.13,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-22,신흥동,6951,산성역포레스티아,74.98,14,141000,2020,,경기 성남시 수정구,,개인,개인,125,41131-1652,6951,0,,,중개거래,1,N,26.03.31,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-22,단대동,124,진로,59.97,2,57500,1998,,경기 성남시 수정구,,개인,개인,102,41131-19,124,0,,,중개거래,1,N,26.03.30,단대로23번길,32,0,4334123,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-22,신흥동,6963,산성역자이푸르지오2단지,59.98,1,113500,2024,,경기 성남시 수정구,,개인,개인,209,41131-1711,6963,0,,,중개거래,1,N,26.04.28,수정로,288,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-22,창곡동,597,위례포레스트부영,85.4942,1,130000,2019,,경기 성남시 수정구,,개인,개인,5808동,41131-1625,597,0,,,중개거래,1,N,26.02.10,헌릉로,1005,0,3000033,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-22,창곡동,597,위례포레스트부영,85.786,14,134000,2019,,경기 성남시 수정구,,개인,개인,5808동,41131-1625,597,0,,,중개거래,1,N,26.02.20,헌릉로,1005,0,3000033,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-22,고등동,590,판교밸리제일풍경채,84.991,6,122800,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.03.20,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-22,신흥동,6951,산성역포레스티아,74.98,19,144800,2020,,경기 성남시 수정구,,개인,개인,134,41131-1652,6951,0,,,중개거래,1,N,26.03.30,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-22,신흥동,6951,산성역포레스티아,67.86,4,135000,2020,,경기 성남시 수정구,,개인,개인,135,41131-1652,6951,0,,,중개거래,1,N,26.01.28,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-22,고등동,601,판교밸리자이3단지,60.9892,6,97700,2023,,경기 성남시 수정구,,개인,개인,302,41131-1682,601,0,,,중개거래,1,N,26.04.13,대왕판교로,961,0,3180005,0,41131,,41131,11200
성남시 수정구,41131,2026-01-22,수진동,2220,엠디,84.87,8,87500,2001,,경기 성남시 수정구,,개인,개인,,41131-14,2220,0,,,중개거래,1,N,26.02.27,산성대로,183,0,2179002,2,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-22,신흥동,6961,산성역자이푸르지오1단지,84.98,19,135000,2024,,경기 성남시 수정구,,개인,개인,104,41131-1710,6961,0,,,중개거래,1,N,26.03.30,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-21,신흥동,2464-1,청구,84.99,10,80000,1994,,"경기 성남시 수정구, 부산 해운대구",,개인,개인,102,41131-3,2464,1,,,중개거래,1,N,26.02.25,공원로,340,0,3179003,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-21,신흥동,6961,산성역자이푸르지오1단지,74.96,15,125000,2024,,경기 성남시 수정구,,개인,개인,101,41131-1710,6961,0,,,중개거래,1,N,26.03.16,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-21,창곡동,567,위례 래미안이편한세상,75.99,11,162900,2016,,경기 성남시 수정구,,개인,개인,5601,41131-1520,567,0,,,중개거래,1,N,26.03.31,위례동로,61,0,3202060,1,41131,,41131,10800
성남시 수정구,41131,2026-01-21,단대동,124,진로,84.9,1,62700,1998,,경기 성남시 수정구,,개인,개인,104,41131-19,124,0,,,중개거래,1,N,26.04.30,단대로23번길,32,0,4334123,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-21,신흥동,6951,산성역포레스티아,74.98,14,144000,2020,,경기 성남시 수정구,,개인,개인,133,41131-1652,6951,0,,,중개거래,1,N,26.03.27,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-21,창곡동,597,위례포레스트부영,85.4942,7,143000,2019,,경기 성남시 수정구,,개인,개인,5802동,41131-1625,597,0,,,중개거래,1,N,26.01.30,헌릉로,1005,0,3000033,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-20,양지동,1021,양우내안애,73.671,1,57200,2010,,경기 성남시 수정구,,개인,개인,102,41131-1421,1021,0,,,중개거래,1,N,26.03.23,논골로,24,0,3178005,2,41131,0.0,41131,10600
성남시 수정구,41131,2026-01-20,고등동,590,판교밸리제일풍경채,84.991,8,122800,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.02.20,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-20,신흥동,6961,산성역자이푸르지오1단지,74.92,5,125000,2024,,경기 성남시 수정구,,개인,개인,102,41131-1710,6961,0,,,중개거래,1,N,26.03.31,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-20,창곡동,567,위례 래미안이편한세상,84.98,8,185500,2016,,경기 성남시 수정구,,개인,개인,5613,41131-1520,567,0,,,중개거래,1,N,26.03.20,위례동로,61,0,3202060,1,41131,,41131,10800
성남시 수정구,41131,2026-01-20,수진동,2220,엠디,84.87,6,84500,2001,,경기 성남시 수정구,,개인,개인,,41131-14,2220,0,,,중개거래,1,N,26.03.20,산성대로,183,0,2179002,2,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-20,신흥동,2024,두산,84.47,3,74000,1993,,경기 성남시 수정구,,개인,개인,102,41131-1,2024,0,,,중개거래,1,N,26.03.31,공원로,360,0,3179003,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-19,신흥동,2463-1,한신,84.9,10,85700,1990,,경기 성남시 수정구,,개인,개인,1,41131-5,2463,1,,,중개거래,1,N,26.04.24,산성대로,341,0,2179002,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-19,창곡동,504,위례센트럴자이,51.89,10,152500,2017,,서울 송파구,,개인,개인,3203동,41131-1578,504,0,,,중개거래,1,N,26.04.24,위례광장로,97,0,3000238,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-19,신흥동,950,세일띠아모아파트,55.12,13,55500,2017,,경기 성남시 수정구,,개인,개인,세일띠아모아파트,41131-1583,950,0,,,중개거래,1,N,26.03.27,수정로,282,0,3178018,0,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-19,고등동,590,판교밸리제일풍경채,84.9387,5,123100,2020,,,,개인,법인,106동,41131-1645,590,0,,,직거래,1,N,26.04.01,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-19,수진동,3379,현대,59.94,8,51500,1994,,경기 성남시 중원구,,개인,개인,101,41131-15,3379,0,,,중개거래,1,N,26.03.27,제일로147번길,4,0,4334516,1,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-18,고등동,590,판교밸리제일풍경채,84.9387,4,121900,2020,,,,개인,법인,108동,41131-1645,590,0,,,직거래,1,N,26.03.05,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-18,단대동,124,진로,84.9,2,63500,1998,,경기 성남시 중원구,,개인,개인,103,41131-19,124,0,,,중개거래,1,N,26.03.31,단대로23번길,32,0,4334123,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-17,고등동,590,판교밸리제일풍경채,84.9826,2,118600,2020,,,,개인,법인,106동,41131-1645,590,0,,,직거래,1,N,26.03.27,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-17,단대동,182,미도,77.82,10,75000,1982,,경기 성남시 수정구,,개인,개인,1,41131-17,182,0,,,중개거래,1,N,26.04.29,분당수서로,472,0,3180055,0,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-17,수진동,4663,삼부,59.76,12,73700,1996,,경기 성남시 수정구,,개인,개인,102,41131-13,4663,0,,,중개거래,1,N,26.04.17,모란로,65,0,3178010,2,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-17,신흥동,6961,산성역자이푸르지오1단지,59.97,23,118000,2024,,경기 성남시 수정구,,개인,개인,102,41131-1710,6961,0,,,중개거래,1,N,26.03.03,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-17,수진동,4663,삼부,59.76,9,74000,1996,,경기 성남시 수정구,,개인,개인,102,41131-13,4663,0,,,중개거래,1,N,26.03.23,모란로,65,0,3178010,2,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-17,태평동,7346,가천대역두산위브,67.9639,13,75000,2018,,경기 성남시 수정구,,개인,개인,101동,41131-1624,7346,0,,,중개거래,1,N,26.04.10,태평로,65,0,3178032,0,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-17,고등동,590,판교밸리제일풍경채,84.9826,5,122300,2020,,,,개인,법인,106동,41131-1645,590,0,,,직거래,1,N,26.04.24,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-17,수진동,4663,삼부,59.76,3,76000,1996,,경기 성남시 수정구,,개인,개인,103,41131-13,4663,0,,,중개거래,1,N,26.04.27,모란로,65,0,3178010,2,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-17,고등동,590,판교밸리제일풍경채,84.8324,9,121400,2020,,,,개인,법인,101동,41131-1645,590,0,,,직거래,1,N,26.03.30,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-17,태평동,7346,가천대역두산위브,59.9592,15,72000,2018,,경기 성남시 수정구,,개인,개인,108동,41131-1624,7346,0,,,중개거래,1,N,26.04.30,태평로,65,0,3178032,0,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-17,신흥동,6963,산성역자이푸르지오2단지,84.98,4,130000,2024,,경기 성남시 수정구,,개인,개인,202,41131-1711,6963,0,,,중개거래,1,N,26.04.22,수정로,288,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-17,태평동,7346,가천대역두산위브,59.6073,9,72000,2018,,경기 성남시 수정구,,개인,개인,108동,41131-1624,7346,0,,,중개거래,1,N,26.03.31,태평로,65,0,3178032,0,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-17,태평동,7346,가천대역두산위브,84.6479,7,83000,2018,,경기 성남시 수정구,,개인,개인,107동,41131-1624,7346,0,,,중개거래,1,N,26.03.31,태평로,65,0,3178032,0,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-16,신흥동,6963,산성역자이푸르지오2단지,59.98,5,117000,2024,,"경기 성남시 수정구, 울산 남구",,개인,개인,207,41131-1711,6963,0,,,중개거래,1,N,26.03.06,수정로,288,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-16,신흥동,6961,산성역자이푸르지오1단지,59.98,21,116000,2024,,경기 성남시 수정구,,개인,개인,111,41131-1710,6961,0,,,중개거래,1,N,26.04.10,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-16,신흥동,6971,산성역자이푸르지오3단지,59.98,4,121000,2024,,경기 성남시 수정구,,개인,개인,301,41131-1713,6971,0,,,중개거래,1,N,26.03.16,희망로,531,0,3179026,0,41131,,41131,10100
성남시 수정구,41131,2026-01-16,신흥동,6951,산성역포레스티아,59.84,5,76100,2020,,,,개인,개인,116,41131-1652,6951,0,,,직거래,1,N,26.01.20,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-16,고등동,590,판교밸리제일풍경채,84.9959,8,122800,2020,,,,개인,법인,106동,41131-1645,590,0,,,직거래,1,N,26.01.29,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-16,신흥동,6971,산성역자이푸르지오3단지,84.93,2,124800,2024,,경기 성남시 수정구,,개인,개인,301,41131-1713,6971,0,,,중개거래,1,N,26.04.15,희망로,531,0,3179026,0,41131,,41131,10100
성남시 수정구,41131,2026-01-16,고등동,582,판교밸리자이1단지,60.969,10,102000,2023,,경기 성남시 수정구,,개인,개인,104,41131-1680,582,0,,,중개거래,1,N,26.03.24,대왕판교로,995,0,3180005,0,41131,,41131,11200
성남시 수정구,41131,2026-01-16,신흥동,2024,두산,84.47,3,73500,1993,,경기 성남시 수정구,,개인,개인,101,41131-1,2024,0,,,중개거래,1,N,26.03.23,공원로,360,0,3179003,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-16,신흥동,6961,산성역자이푸르지오1단지,74.96,12,125000,2024,,경기 성남시 수정구,,개인,개인,110,41131-1710,6961,0,,,중개거래,1,N,26.03.09,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-16,창곡동,504,위례센트럴자이,51.89,6,146000,2017,,"경기 성남시 수정구, 경기 하남시",,개인,개인,3211동,41131-1578,504,0,,,중개거래,1,N,26.03.16,위례광장로,97,0,3000238,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-16,수진동,4002,밀란체2,84.7394,11,56100,2006,,,,개인,개인,밀란체2,41131-1212,4002,0,,,직거래,1,N,26.04.01,산성대로93번길,25,0,4334241,1,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-16,신흥동,6961,산성역자이푸르지오1단지,59.97,17,120000,2024,,경기 성남시 수정구,,개인,개인,108,41131-1710,6961,0,,,중개거래,1,N,26.04.16,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-15,고등동,590,판교밸리제일풍경채,84.9826,15,123500,2020,,,,개인,법인,107동,41131-1645,590,0,,,직거래,1,N,26.04.15,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-15,신흥동,6951,산성역포레스티아,74.98,19,145000,2020,,"경기 성남시 수정구, 서울 광진구",,개인,개인,126,41131-1652,6951,0,,,중개거래,1,N,26.03.16,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-15,신흥동,6951,산성역포레스티아,74.96,5,136000,2020,,"경기 고양시 일산동구, 경기 성남시 수정구",,개인,개인,113,41131-1652,6951,0,,,중개거래,1,N,26.03.30,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-15,고등동,590,판교밸리제일풍경채,84.991,1,117300,2020,,,,개인,법인,104동,41131-1645,590,0,,,직거래,1,N,26.04.06,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-15,수진동,4569,세븐빌,62.271,4,51800,2005,,경기 성남시 수정구,,개인,개인,,41131-1208,4569,0,,,중개거래,1,N,26.04.16,수정로56번길,18,0,4334407,1,41131,0.0,41131,10300
성남시 수정구,41131,2026-01-14,고등동,590,판교밸리제일풍경채,84.9387,2,119500,2020,,,,개인,법인,106동,41131-1645,590,0,,,직거래,1,N,26.04.10,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-14,창곡동,567,위례 래미안이편한세상,84.98,7,96000,2016,,,,개인,개인,5602,41131-1520,567,0,,,직거래,1,N,26.02.02,위례동로,61,0,3202060,1,41131,,41131,10800
성남시 수정구,41131,2026-01-14,창곡동,515,위례호반써밋에비뉴,98.88,6,174000,2016,,"경기 성남시 수정구, 경기 하남시",,개인,개인,5311,41131-1549,515,0,,,중개거래,1,N,26.04.27,위례중앙로,216,0,3000236,1,41131,,41131,10800
성남시 수정구,41131,2026-01-14,단대동,100,단대푸르지오,114.89,4,117500,2012,,경기 성남시 수정구,,개인,개인,112,41131-1446,100,0,,,중개거래,1,N,26.01.22,산성대로437번길,7,0,4334226,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-13,단대동,78,진흥더블파크,84.95,12,80000,2005,,경기 성남시 수정구,,개인,개인,101,41131-52,78,0,,,중개거래,1,N,26.02.27,단대로23번길,10,0,4334123,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-13,신흥동,2024,두산,84.47,13,76000,1993,,경기 성남시 수정구,,개인,개인,101,41131-1,2024,0,,,중개거래,1,N,26.03.23,공원로,360,0,3179003,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-13,고등동,590,판교밸리제일풍경채,84.8324,13,122600,2020,,,,개인,법인,109동,41131-1645,590,0,,,직거래,1,N,26.04.24,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-13,태평동,5113-7,일성오퍼스원,15.5929,12,13900,2013,,경기 성남시 수정구,,개인,개인,1,41131-1452,5113,7,,,중개거래,1,N,26.02.13,성남대로,1330,0,2000005,1,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-13,단대동,78,진흥더블파크,84.95,3,72000,2005,,경기 성남시 수정구,,개인,개인,103,41131-52,78,0,,,중개거래,1,N,26.04.13,단대로23번길,10,0,4334123,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-13,창곡동,597,위례포레스트부영,85.9695,14,138000,2019,,경기 성남시 수정구,,개인,개인,5805동,41131-1625,597,0,,,중개거래,1,N,26.01.22,헌릉로,1005,0,3000033,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-13,신흥동,6961,산성역자이푸르지오1단지,74.92,18,124300,2024,,경기 성남시 수정구,,개인,개인,110,41131-1710,6961,0,,,중개거래,1,N,26.03.18,수정로,260,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-13,창곡동,597,위례포레스트부영,85.4942,6,127000,2019,,경기 성남시 수정구,,개인,개인,5809동,41131-1625,597,0,,,중개거래,1,N,26.01.19,헌릉로,1005,0,3000033,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-13,창곡동,597,위례포레스트부영,85.786,1,124500,2019,,경기 성남시 수정구,,개인,개인,5808동,41131-1625,597,0,,,중개거래,1,N,26.01.19,헌릉로,1005,0,3000033,0,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-12,단대동,182,미도,77.82,7,71700,1982,,경기 성남시 수정구,,개인,개인,1,41131-17,182,0,,,중개거래,1,N,26.03.16,분당수서로,472,0,3180055,0,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-12,단대동,100,단대푸르지오,114.89,5,130000,2012,,경기 성남시 수정구,,개인,개인,110,41131-1446,100,0,,,중개거래,1,N,26.04.29,산성대로437번길,7,0,4334226,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-12,신흥동,6951,산성역포레스티아,98.68,21,145000,2020,,"경기 성남시 수정구, 서울 송파구",,개인,개인,125,41131-1652,6951,0,,,중개거래,1,N,26.04.14,수정로,319,0,3178018,1,41131,0.0,41131,10100
성남시 수정구,41131,2026-01-12,고등동,590,판교밸리제일풍경채,84.8324,7,121400,2020,,,,개인,법인,101동,41131-1645,590,0,,,직거래,1,N,26.05.18,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-12,태평동,7306,선경태평,35.51,6,28509,1991,,,,기타,개인,101,41131-8,7306,0,,,직거래,1,N,26.01.13,시민로,214,0,3178033,0,41131,0.0,41131,10200
성남시 수정구,41131,2026-01-11,고등동,590,판교밸리제일풍경채,84.9387,1,117600,2020,,,,개인,법인,104동,41131-1645,590,0,,,직거래,1,N,26.02.25,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-10,고등동,590,판교밸리제일풍경채,84.9959,4,121500,2020,,,,개인,법인,101동,41131-1645,590,0,,,직거래,1,N,26.03.25,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-10,단대동,124,진로,84.9,8,67000,1998,,경기 성남시 수정구,,개인,개인,101,41131-19,124,0,,,중개거래,1,N,26.04.09,단대로23번길,32,0,4334123,1,41131,0.0,41131,10400
성남시 수정구,41131,2026-01-10,창곡동,521,위례더힐55,85.4621,16,161500,2015,,경기 성남시 수정구,,개인,개인,5516,41131-1497,521,0,,,중개거래,1,N,26.03.30,위례순환로,220,0,3000239,1,41131,0.0,41131,10800
성남시 수정구,41131,2026-01-10,고등동,590,판교밸리제일풍경채,84.8324,13,122600,2020,,,,개인,법인,101동,41131-1645,590,0,,,직거래,1,N,26.04.07,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-10,고등동,590,판교밸리제일풍경채,84.9826,1,113700,2020,,,,개인,법인,108동,41131-1645,590,0,,,직거래,1,N,26.02.20,고등공원로,19,0,3352361,0,41131,0.0,41131,11200
성남시 수정구,41131,2026-01-10,신흥동,6951,산성역포레스티아,74.98,14,140000,2020,,경기 성남시 수정구,,개인,개인,126,41131-1652,6951,0,,,중개거래,1,N,26.03.05,수정로,319,0,3178018,1,41131,0.0,41131,10100
