지역,단지명,면적구간,연월,거래건수,중앙값_만원,최저가_만원,최고가_만원
서울 강남구,논현파라곤,84.4,2026-06,1,155000.0,155000,155000
서울 강남구,논현파라곤,117.8,2021-08,1,172000.0,172000,172000
서울 강남구,논현파라곤,117.8,2025-11,1,175200.0,175200,175200
서울 강남구,논현파라곤,117.8,2026-01,1,170000.0,170000,170000
서울 강남구,논현파라곤,117.8,2026-04,1,186000.0,186000,186000
서울 강남구,논현파라곤,117.8,2026-07,1,197000.0,197000,197000
서울 강남구,논현파라곤,120.2,2020-01,1,150000.0,150000,150000
서울 강남구,논현파라곤,120.2,2024-07,1,198000.0,198000,198000
서울 강남구,논현파라곤,170.6,2021-08,1,210000.0,210000,210000
서울 강남구,도곡렉슬,59.9,2021-03,1,200000.0,200000,200000
서울 강남구,도곡렉슬,59.9,2023-05,1,184500.0,184500,184500
서울 강남구,도곡렉슬,59.9,2025-07,1,270000.0,270000,270000
서울 강남구,도곡렉슬,59.9,2026-05,1,268000.0,268000,268000
서울 강남구,도곡렉슬,60.0,2020-01,1,164800.0,164800,164800
서울 강남구,도곡렉슬,60.0,2020-02,4,163000.0,160000,185000
서울 강남구,도곡렉슬,60.0,2020-05,3,179000.0,160000,183000
서울 강남구,도곡렉슬,60.0,2020-06,7,175000.0,160000,195000
서울 강남구,도곡렉슬,60.0,2020-08,1,184000.0,184000,184000
서울 강남구,도곡렉슬,60.0,2020-09,1,218000.0,218000,218000
서울 강남구,도곡렉슬,60.0,2020-11,1,175000.0,175000,175000
서울 강남구,도곡렉슬,60.0,2020-12,2,201500.0,175000,228000
서울 강남구,도곡렉슬,60.0,2021-01,1,230000.0,230000,230000
서울 강남구,도곡렉슬,60.0,2021-02,3,190000.0,189000,232000
서울 강남구,도곡렉슬,60.0,2021-05,3,212000.0,198000,220000
서울 강남구,도곡렉슬,60.0,2021-06,1,195000.0,195000,195000
서울 강남구,도곡렉슬,60.0,2021-07,1,218000.0,218000,218000
서울 강남구,도곡렉슬,60.0,2021-09,1,205000.0,205000,205000
서울 강남구,도곡렉슬,60.0,2021-10,3,229500.0,219000,246000
서울 강남구,도곡렉슬,60.0,2022-09,1,240000.0,240000,240000
서울 강남구,도곡렉슬,60.0,2023-01,2,160000.0,160000,160000
서울 강남구,도곡렉슬,60.0,2023-02,3,162500.0,160000,164500
서울 강남구,도곡렉슬,60.0,2023-03,4,172000.0,169000,190000
서울 강남구,도곡렉슬,60.0,2023-04,3,178000.0,165000,196000
서울 강남구,도곡렉슬,60.0,2023-05,6,194750.0,175000,205000
서울 강남구,도곡렉슬,60.0,2023-06,1,194000.0,194000,194000
서울 강남구,도곡렉슬,60.0,2023-07,4,179500.0,175000,201500
서울 강남구,도곡렉슬,60.0,2023-08,5,186500.0,180000,212000
서울 강남구,도곡렉슬,60.0,2023-09,1,211000.0,211000,211000
서울 강남구,도곡렉슬,60.0,2023-10,2,198500.0,182000,215000
서울 강남구,도곡렉슬,60.0,2023-12,1,215000.0,215000,215000
서울 강남구,도곡렉슬,60.0,2024-01,1,184000.0,184000,184000
서울 강남구,도곡렉슬,60.0,2024-03,3,187500.0,183500,215000
서울 강남구,도곡렉슬,60.0,2024-04,1,220000.0,220000,220000
서울 강남구,도곡렉슬,60.0,2024-05,4,220000.0,209500,222000
서울 강남구,도곡렉슬,60.0,2024-06,9,224000.0,180000,238000
서울 강남구,도곡렉슬,60.0,2024-07,5,233000.0,195000,247000
서울 강남구,도곡렉슬,60.0,2024-08,2,202000.0,190000,214000
서울 강남구,도곡렉슬,60.0,2024-09,3,215000.0,215000,249000
서울 강남구,도곡렉슬,60.0,2024-10,3,221000.0,220000,248000
서울 강남구,도곡렉슬,60.0,2024-11,1,248000.0,248000,248000
서울 강남구,도곡렉슬,60.0,2025-01,1,265000.0,265000,265000
서울 강남구,도곡렉슬,60.0,2025-02,5,258000.0,235000,281000
서울 강남구,도곡렉슬,60.0,2025-03,9,245000.0,223000,281000
서울 강남구,도곡렉슬,60.0,2025-04,1,280000.0,280000,280000
서울 강남구,도곡렉슬,60.0,2025-05,2,265000.0,250000,280000
서울 강남구,도곡렉슬,60.0,2025-06,3,260000.0,257000,290500
서울 강남구,도곡렉슬,60.0,2025-08,2,261500.0,253000,270000
서울 강남구,도곡렉슬,60.0,2025-09,1,283000.0,283000,283000
서울 강남구,도곡렉슬,60.0,2025-10,2,303500.0,290000,317000
서울 강남구,도곡렉슬,60.0,2025-11,2,278750.0,258000,299500
서울 강남구,도곡렉슬,60.0,2026-04,5,278000.0,250000,285000
서울 강남구,도곡렉슬,60.0,2026-05,2,282500.0,281000,284000
서울 강남구,도곡렉슬,60.0,2026-06,2,279500.0,269000,290000
서울 강남구,도곡렉슬,60.0,2026-07,2,280000.0,271000,289000
서울 강남구,도곡렉슬,84.9,2020-03,2,230500.0,229000,232000
서울 강남구,도곡렉슬,84.9,2020-04,1,220000.0,220000,220000
서울 강남구,도곡렉슬,84.9,2020-06,1,243000.0,243000,243000
서울 강남구,도곡렉슬,84.9,2020-11,2,284750.0,284500,285000
서울 강남구,도곡렉슬,84.9,2020-12,1,270000.0,270000,270000
서울 강남구,도곡렉슬,84.9,2021-06,1,290000.0,290000,290000
서울 강남구,도곡렉슬,84.9,2021-07,1,287000.0,287000,287000
서울 강남구,도곡렉슬,84.9,2022-07,1,299000.0,299000,299000
서울 강남구,도곡렉슬,84.9,2022-08,1,280000.0,280000,280000
서울 강남구,도곡렉슬,84.9,2023-03,1,238000.0,238000,238000
서울 강남구,도곡렉슬,84.9,2023-04,1,250000.0,250000,250000
서울 강남구,도곡렉슬,84.9,2023-05,1,260000.0,260000,260000
서울 강남구,도곡렉슬,84.9,2023-07,1,274500.0,274500,274500
서울 강남구,도곡렉슬,84.9,2023-09,1,268000.0,268000,268000
서울 강남구,도곡렉슬,84.9,2024-03,1,274000.0,274000,274000
서울 강남구,도곡렉슬,84.9,2024-06,1,275000.0,275000,275000
서울 강남구,도곡렉슬,84.9,2024-07,3,310000.0,302500,310000
서울 강남구,도곡렉슬,84.9,2025-03,1,339000.0,339000,339000
서울 강남구,도곡렉슬,84.9,2025-10,1,377000.0,377000,377000
서울 강남구,도곡렉슬,84.9,2025-11,1,255000.0,255000,255000
서울 강남구,도곡렉슬,84.9,2026-02,2,372500.0,365000,380000
서울 강남구,도곡렉슬,84.9,2026-04,1,350000.0,350000,350000
서울 강남구,도곡렉슬,84.9,2026-05,1,359500.0,359500,359500
서울 강남구,도곡렉슬,85.0,2020-02,6,230000.0,230000,231000
서울 강남구,도곡렉슬,85.0,2020-03,1,239000.0,239000,239000
서울 강남구,도곡렉슬,85.0,2020-04,1,235500.0,235500,235500
서울 강남구,도곡렉슬,85.0,2020-05,3,230000.0,230000,235000
서울 강남구,도곡렉슬,85.0,2020-06,9,234000.0,225000,249000
서울 강남구,도곡렉슬,85.0,2020-07,1,265500.0,265500,265500
서울 강남구,도곡렉슬,85.0,2020-08,3,277500.0,275000,285000
서울 강남구,도곡렉슬,85.0,2020-10,1,288000.0,288000,288000
서울 강남구,도곡렉슬,85.0,2020-11,2,279500.0,274000,285000
서울 강남구,도곡렉슬,85.0,2021-01,2,289000.0,289000,289000
서울 강남구,도곡렉슬,85.0,2021-05,4,282500.0,279500,285500
서울 강남구,도곡렉슬,85.0,2021-06,1,288000.0,288000,288000
서울 강남구,도곡렉슬,85.0,2021-07,4,292750.0,273000,297000
서울 강남구,도곡렉슬,85.0,2021-08,2,292500.0,290000,295000
서울 강남구,도곡렉슬,85.0,2021-09,2,303500.0,287000,320000
서울 강남구,도곡렉슬,85.0,2021-10,1,288000.0,288000,288000
서울 강남구,도곡렉슬,85.0,2022-03,1,313000.0,313000,313000
서울 강남구,도곡렉슬,85.0,2022-05,1,313000.0,313000,313000
서울 강남구,도곡렉슬,85.0,2022-06,2,235000.0,160000,310000
서울 강남구,도곡렉슬,85.0,2022-07,1,315000.0,315000,315000
서울 강남구,도곡렉슬,85.0,2022-08,1,315000.0,315000,315000
서울 강남구,도곡렉슬,85.0,2022-09,1,278000.0,278000,278000
서울 강남구,도곡렉슬,85.0,2023-01,4,240000.0,235000,256000
서울 강남구,도곡렉슬,85.0,2023-02,4,247500.0,237000,255000
서울 강남구,도곡렉슬,85.0,2023-03,4,249500.0,239500,262000
서울 강남구,도곡렉슬,85.0,2023-04,6,258500.0,249000,269000
서울 강남구,도곡렉슬,85.0,2023-05,3,268000.0,264500,270000
서울 강남구,도곡렉슬,85.0,2023-06,4,273000.0,268000,275000
서울 강남구,도곡렉슬,85.0,2023-07,2,264500.0,255000,274000
서울 강남구,도곡렉슬,85.0,2023-08,2,279500.0,277000,282000
서울 강남구,도곡렉슬,85.0,2023-09,1,277000.0,277000,277000
서울 강남구,도곡렉슬,85.0,2023-11,1,283700.0,283700,283700
서울 강남구,도곡렉슬,85.0,2024-01,1,282000.0,282000,282000
서울 강남구,도곡렉슬,85.0,2024-04,6,282500.0,278000,293000
서울 강남구,도곡렉슬,85.0,2024-05,6,286500.0,281500,292000
서울 강남구,도곡렉슬,85.0,2024-06,6,295000.0,280000,309000
서울 강남구,도곡렉슬,85.0,2024-07,2,322500.0,320000,325000
서울 강남구,도곡렉슬,85.0,2024-08,2,329000.0,325000,333000
서울 강남구,도곡렉슬,85.0,2024-09,2,334500.0,330000,339000
서울 강남구,도곡렉슬,85.0,2024-11,2,339750.0,335000,344500
서울 강남구,도곡렉슬,85.0,2024-12,1,312000.0,312000,312000
서울 강남구,도곡렉슬,85.0,2025-01,1,336000.0,336000,336000
서울 강남구,도곡렉슬,85.0,2025-02,4,339000.0,330000,350000
서울 강남구,도곡렉슬,85.0,2025-03,10,339250.0,320000,357000
서울 강남구,도곡렉슬,85.0,2025-05,1,355000.0,355000,355000
서울 강남구,도곡렉슬,85.0,2025-07,1,390000.0,390000,390000
서울 강남구,도곡렉슬,85.0,2025-08,1,360000.0,360000,360000
서울 강남구,도곡렉슬,85.0,2025-09,1,387500.0,387500,387500
서울 강남구,도곡렉슬,85.0,2025-10,2,374500.0,350000,399000
서울 강남구,도곡렉슬,85.0,2025-11,1,400000.0,400000,400000
서울 강남구,도곡렉슬,85.0,2026-04,5,352000.0,295000,365000
서울 강남구,도곡렉슬,85.0,2026-05,2,353500.0,347000,360000
서울 강남구,도곡렉슬,85.0,2026-06,3,364000.0,340000,377500
서울 강남구,도곡렉슬,85.0,2026-09,2,367500.0,357000,378000
서울 강남구,도곡렉슬,115.0,2020-02,1,241000.0,241000,241000
서울 강남구,도곡렉슬,115.0,2020-05,1,290000.0,290000,290000
서울 강남구,도곡렉슬,115.0,2020-06,3,302000.0,279000,310000
서울 강남구,도곡렉슬,115.0,2020-08,1,317000.0,317000,317000
서울 강남구,도곡렉슬,115.0,2020-11,3,320000.0,315000,337000
서울 강남구,도곡렉슬,115.0,2020-12,4,320000.0,319000,330000
서울 강남구,도곡렉슬,115.0,2021-01,2,327500.0,323000,332000
서울 강남구,도곡렉슬,115.0,2021-06,1,347000.0,347000,347000
서울 강남구,도곡렉슬,115.0,2021-10,1,410000.0,410000,410000
서울 강남구,도곡렉슬,115.0,2023-01,1,315000.0,315000,315000
서울 강남구,도곡렉슬,115.0,2023-02,1,285000.0,285000,285000
서울 강남구,도곡렉슬,115.0,2023-04,2,356500.0,356000,357000
서울 강남구,도곡렉슬,115.0,2023-07,1,390000.0,390000,390000
서울 강남구,도곡렉슬,115.0,2023-08,1,357000.0,357000,357000
서울 강남구,도곡렉슬,115.0,2023-09,1,350000.0,350000,350000
서울 강남구,도곡렉슬,115.0,2023-10,1,355000.0,355000,355000
서울 강남구,도곡렉슬,115.0,2024-03,1,340000.0,340000,340000
서울 강남구,도곡렉슬,115.0,2024-04,2,345000.0,343000,347000
서울 강남구,도곡렉슬,115.0,2024-06,2,371000.0,365000,377000
서울 강남구,도곡렉슬,115.0,2024-07,1,395000.0,395000,395000
서울 강남구,도곡렉슬,115.0,2024-08,1,320000.0,320000,320000
서울 강남구,도곡렉슬,115.0,2024-11,2,387000.0,384000,390000
서울 강남구,도곡렉슬,115.0,2024-12,1,358000.0,358000,358000
서울 강남구,도곡렉슬,115.0,2025-02,4,392500.0,389000,418000
서울 강남구,도곡렉슬,115.0,2025-03,2,412500.0,397000,428000
서울 강남구,도곡렉슬,115.0,2025-04,1,448000.0,448000,448000
서울 강남구,도곡렉슬,115.0,2025-05,1,415000.0,415000,415000
서울 강남구,도곡렉슬,115.0,2025-08,1,450000.0,450000,450000
서울 강남구,도곡렉슬,115.0,2026-05,2,410000.0,390000,430000
서울 강남구,도곡렉슬,115.0,2026-06,1,391500.0,391500,391500
서울 강남구,도곡렉슬,119.9,2020-02,1,263000.0,263000,263000
서울 강남구,도곡렉슬,119.9,2020-04,2,247000.0,246000,248000
서울 강남구,도곡렉슬,119.9,2020-05,2,262500.0,260000,265000
서울 강남구,도곡렉슬,119.9,2020-06,2,276500.0,263000,290000
서울 강남구,도곡렉슬,119.9,2020-10,1,328000.0,328000,328000
서울 강남구,도곡렉슬,119.9,2021-01,2,321900.0,314800,329000
서울 강남구,도곡렉슬,119.9,2021-02,1,320000.0,320000,320000
서울 강남구,도곡렉슬,119.9,2021-03,2,325000.0,321000,329000
서울 강남구,도곡렉슬,119.9,2021-04,1,325000.0,325000,325000
서울 강남구,도곡렉슬,119.9,2021-05,2,318750.0,307500,330000
서울 강남구,도곡렉슬,119.9,2023-01,1,265000.0,265000,265000
서울 강남구,도곡렉슬,119.9,2023-04,3,323000.0,292500,325000
서울 강남구,도곡렉슬,119.9,2023-05,2,313500.0,290000,337000
서울 강남구,도곡렉슬,119.9,2023-11,1,328000.0,328000,328000
서울 강남구,도곡렉슬,119.9,2024-03,1,305000.0,305000,305000
서울 강남구,도곡렉슬,119.9,2024-04,3,325000.0,276000,330000
서울 강남구,도곡렉슬,119.9,2024-05,2,327000.0,320000,334000
서울 강남구,도곡렉슬,119.9,2024-06,1,365000.0,365000,365000
서울 강남구,도곡렉슬,119.9,2024-07,1,362000.0,362000,362000
서울 강남구,도곡렉슬,119.9,2024-08,1,355000.0,355000,355000
서울 강남구,도곡렉슬,119.9,2024-09,2,356000.0,355000,357000
서울 강남구,도곡렉슬,119.9,2025-02,1,395000.0,395000,395000
서울 강남구,도곡렉슬,119.9,2025-03,2,399500.0,384000,415000
서울 강남구,도곡렉슬,119.9,2025-05,2,372500.0,365000,380000
서울 강남구,도곡렉슬,119.9,2025-06,3,392000.0,385000,417000
서울 강남구,도곡렉슬,119.9,2025-09,2,427500.0,425000,430000
서울 강남구,도곡렉슬,119.9,2025-11,2,433000.0,425000,441000
서울 강남구,도곡렉슬,119.9,2025-12,1,435000.0,435000,435000
서울 강남구,도곡렉슬,119.9,2026-04,1,380000.0,380000,380000
서울 강남구,도곡렉슬,119.9,2026-05,3,406500.0,391000,420000
서울 강남구,도곡렉슬,119.9,2026-06,3,415000.0,413000,418000
서울 강남구,도곡렉슬,119.9,2026-08,1,415000.0,415000,415000
서울 강남구,도곡렉슬,120.8,2020-03,1,265000.0,265000,265000
서울 강남구,도곡렉슬,120.8,2020-04,1,243000.0,243000,243000
서울 강남구,도곡렉슬,120.8,2020-05,2,261500.0,258500,264500
서울 강남구,도곡렉슬,120.8,2020-06,4,280450.0,260000,299500
서울 강남구,도곡렉슬,120.8,2020-07,2,305000.0,300000,310000
서울 강남구,도곡렉슬,120.8,2020-10,1,324000.0,324000,324000
서울 강남구,도곡렉슬,120.8,2020-11,1,300000.0,300000,300000
서울 강남구,도곡렉슬,120.8,2021-08,1,349000.0,349000,349000
서울 강남구,도곡렉슬,120.8,2023-04,3,293000.0,290000,306000
서울 강남구,도곡렉슬,120.8,2023-05,1,322000.0,322000,322000
서울 강남구,도곡렉슬,120.8,2023-08,1,333000.0,333000,333000
서울 강남구,도곡렉슬,120.8,2024-05,2,334500.0,325000,344000
서울 강남구,도곡렉슬,120.8,2024-06,2,339000.0,339000,339000
서울 강남구,도곡렉슬,120.8,2024-07,1,335000.0,335000,335000
서울 강남구,도곡렉슬,120.8,2024-08,1,360000.0,360000,360000
서울 강남구,도곡렉슬,120.8,2024-09,2,360000.0,358000,362000
서울 강남구,도곡렉슬,120.8,2024-10,1,370000.0,370000,370000
서울 강남구,도곡렉슬,120.8,2024-12,1,365000.0,365000,365000
서울 강남구,도곡렉슬,120.8,2025-01,1,363000.0,363000,363000
서울 강남구,도곡렉슬,120.8,2025-02,2,364750.0,364500,365000
서울 강남구,도곡렉슬,120.8,2025-03,5,390000.0,365000,420000
서울 강남구,도곡렉슬,120.8,2025-05,1,370000.0,370000,370000
서울 강남구,도곡렉슬,120.8,2025-06,2,410000.0,400000,420000
서울 강남구,도곡렉슬,120.8,2025-10,1,450000.0,450000,450000
서울 강남구,도곡렉슬,120.8,2026-02,1,434000.0,434000,434000
서울 강남구,도곡렉슬,120.8,2026-04,1,395000.0,395000,395000
서울 강남구,도곡렉슬,120.8,2026-05,1,360000.0,360000,360000
서울 강남구,도곡렉슬,120.8,2026-06,1,450000.0,450000,450000
서울 강남구,도곡렉슬,120.8,2026-07,1,438000.0,438000,438000
서울 강남구,도곡렉슬,134.9,2020-02,1,320000.0,320000,320000
서울 강남구,도곡렉슬,134.9,2020-04,1,318000.0,318000,318000
서울 강남구,도곡렉슬,134.9,2020-06,3,328000.0,310000,335000
서울 강남구,도곡렉슬,134.9,2020-07,1,359000.0,359000,359000
서울 강남구,도곡렉슬,134.9,2020-11,1,355000.0,355000,355000
서울 강남구,도곡렉슬,134.9,2020-12,2,350000.0,335000,365000
서울 강남구,도곡렉슬,134.9,2021-03,1,383000.0,383000,383000
서울 강남구,도곡렉슬,134.9,2021-09,1,420000.0,420000,420000
서울 강남구,도곡렉슬,134.9,2021-12,1,435000.0,435000,435000
서울 강남구,도곡렉슬,134.9,2022-05,1,494000.0,494000,494000
서울 강남구,도곡렉슬,134.9,2022-08,1,423000.0,423000,423000
서울 강남구,도곡렉슬,134.9,2023-04,1,408000.0,408000,408000
서울 강남구,도곡렉슬,134.9,2023-06,1,395000.0,395000,395000
서울 강남구,도곡렉슬,134.9,2023-07,2,425000.0,415000,435000
서울 강남구,도곡렉슬,134.9,2023-08,1,405000.0,405000,405000
서울 강남구,도곡렉슬,134.9,2023-09,1,400000.0,400000,400000
서울 강남구,도곡렉슬,134.9,2023-11,1,372000.0,372000,372000
서울 강남구,도곡렉슬,134.9,2024-02,1,380000.0,380000,380000
서울 강남구,도곡렉슬,134.9,2024-03,1,370000.0,370000,370000
서울 강남구,도곡렉슬,134.9,2024-04,2,364250.0,340000,388500
서울 강남구,도곡렉슬,134.9,2024-05,2,397000.0,389000,405000
서울 강남구,도곡렉슬,134.9,2024-06,2,405000.0,400000,410000
서울 강남구,도곡렉슬,134.9,2024-07,3,428000.0,428000,429000
서울 강남구,도곡렉슬,134.9,2024-08,3,415000.0,414000,473000
서울 강남구,도곡렉슬,134.9,2024-10,1,430000.0,430000,430000
서울 강남구,도곡렉슬,134.9,2025-01,1,465000.0,465000,465000
서울 강남구,도곡렉슬,134.9,2025-02,2,424500.0,420000,429000
서울 강남구,도곡렉슬,134.9,2025-03,6,442000.0,415000,452000
서울 강남구,도곡렉슬,134.9,2025-04,1,440000.0,440000,440000
서울 강남구,도곡렉슬,134.9,2025-06,3,460000.0,460000,500000
서울 강남구,도곡렉슬,134.9,2025-10,1,480000.0,480000,480000
서울 강남구,도곡렉슬,134.9,2025-12,1,519000.0,519000,519000
서울 강남구,도곡렉슬,134.9,2026-01,1,505000.0,505000,505000
서울 강남구,도곡렉슬,134.9,2026-05,2,459000.0,448000,470000
서울 강남구,도곡렉슬,134.9,2026-07,1,505000.0,505000,505000
서울 강남구,도곡렉슬,138.3,2020-06,1,330000.0,330000,330000
서울 강남구,도곡렉슬,138.3,2021-01,1,368000.0,368000,368000
서울 강남구,도곡렉슬,138.3,2025-09,1,470000.0,470000,470000
서울 강남구,도곡렉슬,177.0,2020-05,1,390000.0,390000,390000
서울 강남구,도곡렉슬,177.0,2020-06,1,430000.0,430000,430000
서울 강남구,도곡렉슬,177.0,2022-04,1,580000.0,580000,580000
서울 강남구,도곡렉슬,177.0,2022-06,1,550000.0,550000,550000
서울 강남구,도곡렉슬,177.0,2023-05,1,485000.0,485000,485000
서울 강남구,도곡렉슬,177.0,2024-06,1,372500.0,372500,372500
서울 강남구,도곡렉슬,177.0,2025-03,1,595000.0,595000,595000
서울 강남구,도곡렉슬,177.0,2026-01,1,650000.0,650000,650000
서울 강남구,도곡렉슬,177.0,2026-05,1,580000.0,580000,580000
서울 강남구,동양파라곤,144.7,2022-10,1,310000.0,310000,310000
서울 강남구,동양파라곤,157.4,2020-07,1,270000.0,270000,270000
서울 강남구,동양파라곤,157.4,2021-04,1,285000.0,285000,285000
서울 강남구,동양파라곤,157.4,2021-05,1,316000.0,316000,316000
서울 강남구,동양파라곤,157.4,2022-01,1,320000.0,320000,320000
서울 강남구,동양파라곤,157.4,2022-05,1,303000.0,303000,303000
서울 강남구,동양파라곤,157.4,2023-05,1,360000.0,360000,360000
서울 강남구,동양파라곤,157.4,2023-09,1,380000.0,380000,380000
서울 강남구,동양파라곤,157.4,2024-02,1,350000.0,350000,350000
서울 강남구,동양파라곤,157.4,2025-07,1,390000.0,390000,390000
서울 강남구,동양파라곤,157.4,2025-08,1,400000.0,400000,400000
서울 강남구,동양파라곤,157.4,2026-08,1,440000.0,440000,440000
서울 강남구,동양파라곤,160.3,2020-10,1,260000.0,260000,260000
서울 강남구,동양파라곤,160.3,2020-12,1,272000.0,272000,272000
서울 강남구,동양파라곤,160.3,2021-05,1,330000.0,330000,330000
서울 강남구,동양파라곤,160.3,2022-03,1,333000.0,333000,333000
서울 강남구,동양파라곤,160.3,2024-04,1,350000.0,350000,350000
서울 강남구,동양파라곤,160.3,2024-11,1,370000.0,370000,370000
서울 강남구,동양파라곤,160.3,2024-12,1,370000.0,370000,370000
서울 강남구,동양파라곤,160.3,2025-06,1,405000.0,405000,405000
서울 강남구,동양파라곤,160.3,2026-03,1,385000.0,385000,385000
서울 강남구,동양파라곤,171.1,2023-07,1,595000.0,595000,595000
서울 강남구,동양파라곤,171.1,2023-12,1,545000.0,545000,545000
서울 강남구,동양파라곤,171.1,2024-08,1,500000.0,500000,500000
서울 강남구,동양파라곤,171.1,2024-10,1,500000.0,500000,500000
서울 강남구,동양파라곤,171.1,2025-03,1,510000.0,510000,510000
서울 강남구,동양파라곤,171.1,2025-11,1,620000.0,620000,620000
서울 강남구,동양파라곤,171.1,2025-12,1,507000.0,507000,507000
서울 강남구,동양파라곤,180.1,2020-05,1,295000.0,295000,295000
서울 강남구,동양파라곤,180.1,2021-02,1,305000.0,305000,305000
서울 강남구,동양파라곤,180.1,2021-04,1,315000.0,315000,315000
서울 강남구,동양파라곤,180.1,2022-04,2,234500.0,224000,245000
서울 강남구,동양파라곤,180.1,2023-05,1,480000.0,480000,480000
서울 강남구,동양파라곤,197.5,2020-04,1,342000.0,342000,342000
서울 강남구,동양파라곤,197.5,2020-10,1,373000.0,373000,373000
서울 강남구,동양파라곤,208.4,2021-01,1,355000.0,355000,355000
서울 강남구,동양파라곤,214.0,2021-03,1,320000.0,320000,320000
서울 강남구,동양파라곤,224.4,2023-04,1,680000.0,680000,680000
서울 강남구,동양파라곤,224.4,2026-05,1,770000.0,770000,770000
서울 강남구,래미안 개포 루체하임,60.0,2020-06,1,173000.0,173000,173000
서울 강남구,래미안 개포 루체하임,60.0,2021-05,1,209000.0,209000,209000
서울 강남구,래미안 개포 루체하임,60.0,2021-08,1,220000.0,220000,220000
서울 강남구,래미안 개포 루체하임,60.0,2021-10,1,230000.0,230000,230000
서울 강남구,래미안 개포 루체하임,60.0,2023-01,1,162000.0,162000,162000
서울 강남구,래미안 개포 루체하임,60.0,2023-02,1,159000.0,159000,159000
서울 강남구,래미안 개포 루체하임,60.0,2023-04,1,188000.0,188000,188000
서울 강남구,래미안 개포 루체하임,60.0,2023-05,5,188000.0,182000,195000
서울 강남구,래미안 개포 루체하임,60.0,2023-07,1,188000.0,188000,188000
서울 강남구,래미안 개포 루체하임,60.0,2023-08,1,187500.0,187500,187500
서울 강남구,래미안 개포 루체하임,60.0,2023-11,1,187500.0,187500,187500
서울 강남구,래미안 개포 루체하임,60.0,2024-01,2,191500.0,185000,198000
서울 강남구,래미안 개포 루체하임,60.0,2024-02,1,187000.0,187000,187000
서울 강남구,래미안 개포 루체하임,60.0,2024-04,5,205000.0,192500,209500
서울 강남구,래미안 개포 루체하임,60.0,2024-05,2,206500.0,205000,208000
서울 강남구,래미안 개포 루체하임,60.0,2024-07,2,224000.0,223000,225000
서울 강남구,래미안 개포 루체하임,60.0,2024-08,1,245000.0,245000,245000
서울 강남구,래미안 개포 루체하임,60.0,2024-09,1,233000.0,233000,233000
서울 강남구,래미안 개포 루체하임,60.0,2025-02,5,240000.0,235000,243000
서울 강남구,래미안 개포 루체하임,60.0,2025-03,5,249500.0,239500,250000
서울 강남구,래미안 개포 루체하임,60.0,2025-10,3,299000.0,291500,308000
서울 강남구,래미안 개포 루체하임,60.0,2025-12,2,311500.0,308000,315000
서울 강남구,래미안 개포 루체하임,60.0,2026-02,1,270000.0,270000,270000
서울 강남구,래미안 개포 루체하임,71.6,2020-02,1,212000.0,212000,212000
서울 강남구,래미안 개포 루체하임,71.6,2023-01,1,190000.0,190000,190000
서울 강남구,래미안 개포 루체하임,71.6,2023-05,1,220000.0,220000,220000
서울 강남구,래미안 개포 루체하임,71.6,2023-11,1,225000.0,225000,225000
서울 강남구,래미안 개포 루체하임,71.6,2024-05,3,249000.0,226500,253000
서울 강남구,래미안 개포 루체하임,71.6,2025-03,3,260000.0,250000,270000
서울 강남구,래미안 개포 루체하임,71.6,2025-06,1,275000.0,275000,275000
서울 강남구,래미안 개포 루체하임,71.6,2026-01,1,312000.0,312000,312000
서울 강남구,래미안 개포 루체하임,71.6,2026-04,1,298000.0,298000,298000
서울 강남구,래미안 개포 루체하임,71.7,2020-06,1,200000.0,200000,200000
서울 강남구,래미안 개포 루체하임,71.7,2020-08,1,190000.0,190000,190000
서울 강남구,래미안 개포 루체하임,71.7,2020-12,1,241500.0,241500,241500
서울 강남구,래미안 개포 루체하임,71.7,2021-01,1,240000.0,240000,240000
서울 강남구,래미안 개포 루체하임,71.7,2021-02,1,245000.0,245000,245000
서울 강남구,래미안 개포 루체하임,71.7,2021-06,1,245000.0,245000,245000
서울 강남구,래미안 개포 루체하임,71.7,2023-02,1,190000.0,190000,190000
서울 강남구,래미안 개포 루체하임,71.7,2023-09,1,227000.0,227000,227000
서울 강남구,래미안 개포 루체하임,71.7,2024-03,1,235000.0,235000,235000
서울 강남구,래미안 개포 루체하임,71.7,2024-04,2,241000.0,238000,244000
서울 강남구,래미안 개포 루체하임,71.7,2024-07,2,255000.0,255000,255000
서울 강남구,래미안 개포 루체하임,71.7,2025-09,1,295000.0,295000,295000
서울 강남구,래미안 개포 루체하임,71.7,2026-05,1,275000.0,275000,275000
서울 강남구,래미안 개포 루체하임,85.0,2020-06,2,239500.0,239000,240000
서울 강남구,래미안 개포 루체하임,85.0,2020-07,2,232000.0,230000,234000
서울 강남구,래미안 개포 루체하임,85.0,2020-08,2,249250.0,248500,250000
서울 강남구,래미안 개포 루체하임,85.0,2020-11,2,241000.0,230000,252000
서울 강남구,래미안 개포 루체하임,85.0,2020-12,1,259500.0,259500,259500
서울 강남구,래미안 개포 루체하임,85.0,2021-01,1,265000.0,265000,265000
서울 강남구,래미안 개포 루체하임,85.0,2021-02,1,274500.0,274500,274500
서울 강남구,래미안 개포 루체하임,85.0,2021-05,1,245000.0,245000,245000
서울 강남구,래미안 개포 루체하임,85.0,2021-06,1,270000.0,270000,270000
